ID,TL_mm,weight,sex,area,capt_date,age,cohort,year,inc_um,rad_um,core,OH,d18O,sims_dist
BH-01758,682,2580,m,SB,2020-05-01,6,2014,6,100.5,1394.2,154,0.0331,-3.7900299,1360.466464
BH-01758,682,2580,m,SB,2020-05-01,6,2014,7,64.2,1478.4,154,0.0339,-5.6039486,1399.858921
BH-01758,682,2580,m,SB,2020-05-01,6,2014,7,64.2,1478.4,154,0.0326,-5.4099466,1439.251542
BH-01719,550,1400,f,SB,2019-12-23,2,2018,1,877.2,877.2,326.3,0.0373,-6.0598533,0
BH-01719,550,1400,f,SB,2019-12-23,2,2018,1,877.2,877.2,326.3,0.0363,-5.7591502,39.92492956
BH-01719,550,1400,f,SB,2019-12-23,2,2018,1,877.2,877.2,326.3,0.0385,-6.7291602,79.47955712
BH-01719,550,1400,f,SB,2019-12-23,2,2018,1,877.2,877.2,326.3,0.0374,-5.642749,119.0378091
BH-01719,550,1400,f,SB,2019-12-23,2,2018,1,877.2,877.2,326.3,0.0342,-5.8949516,159.8905876
BH-01719,550,1400,f,SB,2019-12-23,2,2018,1,877.2,877.2,326.3,0.0369,-6.321756,198.5170018
BH-01719,550,1400,f,SB,2019-12-23,2,2018,1,877.2,877.2,326.3,0.0346,-6.2732555,239.0083681
BH-01719,550,1400,f,SB,2019-12-23,2,2018,1,877.2,877.2,326.3,0.034,-6.5060579,277.9964029
BH-01719,550,1400,f,SB,2019-12-23,2,2018,1,877.2,877.2,326.3,0.037,-6.5836587,318.4870484
BH-01719,550,1400,f,SB,2019-12-23,2,2018,1,877.2,877.2,326.3,0.0366,-7.8058713,357.1134274
BH-01719,550,1400,f,SB,2019-12-23,2,2018,1,877.2,877.2,326.3,0.036,-7.3111662,397.966079
BH-01719,550,1400,f,SB,2019-12-23,2,2018,1,877.2,877.2,326.3,0.036,-6.1762545,436.5924873
BH-01719,550,1400,f,SB,2019-12-23,2,2018,1,877.2,877.2,326.3,0.0367,-6.2829556,477.0838501
BH-01719,550,1400,f,SB,2019-12-23,2,2018,1,877.2,877.2,326.3,0.0342,-7.0395634,515.7101899
BH-01719,550,1400,f,SB,2019-12-23,2,2018,1,877.2,877.2,326.3,0.0361,-6.806761,556.5626649
BH-01719,550,1400,f,SB,2019-12-23,2,2018,1,877.2,877.2,326.3,0.0392,-6.70976,595.1890456
BH-01719,550,1400,f,SB,2019-12-23,2,2018,1,877.2,877.2,326.3,0.0412,-6.4575574,635.6807375
BH-01719,550,1400,f,SB,2019-12-23,2,2018,1,877.2,877.2,326.3,0.0371,-5.4293468,674.6680665
BH-01719,550,1400,f,SB,2019-12-23,2,2018,1,877.2,877.2,326.3,0.0361,-4.575738,715.1594228
BH-01719,550,1400,f,SB,2019-12-23,2,2018,1,877.2,877.2,326.3,0.0369,-4.6630389,753.7857786
BH-01719,550,1400,f,SB,2019-12-23,2,2018,1,877.2,877.2,326.3,0.0354,-4.3235354,794.6382825
BH-01719,550,1400,f,SB,2019-12-23,2,2018,1,877.2,877.2,326.3,0.0341,-4.7794401,833.2646638
BH-01719,550,1400,f,SB,2019-12-23,2,2018,1,877.2,877.2,326.3,0.0339,-4.2944351,873.7562589
BH-01719,550,1400,f,SB,2019-12-23,2,2018,2,441.9,1319.1,326.3,0.0386,-5.8270509,912.7436661
BH-01719,550,1400,f,SB,2019-12-23,2,2018,2,441.9,1319.1,326.3,0.0423,-5.8464511,953.2350182
BH-01719,550,1400,f,SB,2019-12-23,2,2018,2,441.9,1319.1,326.3,0.0459,-6.8358613,991.8613814
BH-01719,550,1400,f,SB,2019-12-23,2,2018,2,441.9,1319.1,326.3,0.0357,-5.8464511,1032.7139
BH-01719,550,1400,f,SB,2019-12-23,2,2018,2,441.9,1319.1,326.3,0.0354,-6.0113528,1071.340282
BH-01719,550,1400,f,SB,2019-12-23,2,2018,2,441.9,1319.1,326.3,0.0353,-5.8173508,1111.831822
BH-01719,550,1400,f,SB,2019-12-23,2,2018,2,441.9,1319.1,326.3,0.039,-6.3799566,1150.819273
BH-01719,550,1400,f,SB,2019-12-23,2,2018,2,441.9,1319.1,326.3,0.0373,-6.3799566,1191.310623
BH-01719,550,1400,f,SB,2019-12-23,2,2018,2,441.9,1319.1,326.3,0.0345,-4.9249416,1229.93699
BH-01719,550,1400,f,SB,2019-12-23,2,2018,2,441.9,1319.1,326.3,0.0324,-4.7018393,1270.428668
BH-01719,550,1400,f,SB,2019-12-23,2,2018,2,441.9,1319.1,326.3,0.0353,-4.4496367,1310.920669
BH-00670,680,,f,KB,,4,2016,1,638,638,201.9,0.0399,-6.0016527,0
BH-00670,680,,f,KB,,4,2016,1,638,638,201.9,0.0443,-6.7485604,41.30375286
BH-00670,680,,f,KB,,4,2016,1,638,638,201.9,0.0426,-6.2150549,82.87339742
BH-00670,680,,f,KB,,4,2016,1,638,638,201.9,0.0387,-5.6524491,124.1692393
BH-00670,680,,f,KB,,4,2016,1,638,638,201.9,0.0391,-5.5263478,165.7467948
BH-00670,680,,f,KB,,4,2016,1,638,638,201.9,0.0509,-7.3693668,207.0410587
BH-00670,680,,f,KB,,4,2016,1,638,638,201.9,0.036,-6.5060579,248.6201923
BH-00670,680,,f,KB,,4,2016,1,638,638,201.9,0.0449,-7.1365644,290.056891
BH-00670,680,,f,KB,,4,2016,1,638,638,201.9,0.041,-6.4478573,331.4935897
BH-00670,680,,f,KB,,4,2016,1,638,638,201.9,0.0444,,372.9302884
BH-00670,680,,f,KB,,4,2016,1,638,638,201.9,0.0447,-5.1965444,414.3669871
BH-00670,680,,f,KB,,4,2016,1,638,638,201.9,0.051,-7.1365644,455.8036858
BH-00670,680,,f,KB,,4,2016,1,638,638,201.9,0.0509,-6.7291602,497.2403845
BH-00670,680,,f,KB,,4,2016,1,638,638,201.9,0.0451,-5.0219426,538.6770832
BH-00670,680,,f,KB,,4,2016,1,638,638,201.9,0.0459,-4.8861412,580.1137819
BH-00670,680,,f,KB,,4,2016,1,638,638,201.9,0.0434,-4.4884371,621.5504807
BH-00670,680,,f,KB,,4,2016,2,329.7,967.7,201.9,0.0413,-5.3323458,663.1327167
BH-00670,680,,f,KB,,4,2016,2,329.7,967.7,201.9,0.0479,-6.9134621,704.569372
BH-00670,680,,f,KB,,4,2016,2,329.7,967.7,201.9,0.0412,-4.6824391,746.0060321
BH-00670,680,,f,KB,,4,2016,2,329.7,967.7,201.9,0.0383,-5.6330489,787.4426963
BH-00670,680,,f,KB,,4,2016,2,329.7,967.7,201.9,0.0377,-5.1771442,828.879364
BH-00670,680,,f,KB,,4,2016,2,329.7,967.7,201.9,0.0418,-5.1189436,870.3160346
BH-00670,680,,f,KB,,4,2016,2,329.7,967.7,201.9,0.0409,-4.478737,911.7527077
BH-00670,680,,f,KB,,4,2016,2,329.7,967.7,201.9,0.0395,-3.8288303,953.1893831
BH-00670,680,,f,KB,,4,2016,3,325.4,1293.1,201.9,0.0407,-5.3711462,994.6260604
BH-00670,680,,f,KB,,4,2016,3,325.4,1293.1,201.9,0.0401,-5.3129456,1036.062739
BH-00670,680,,f,KB,,4,2016,3,325.4,1293.1,201.9,0.0397,-6.1762545,1076.510102
BH-00670,680,,f,KB,,4,2016,3,325.4,1293.1,201.9,0.0392,-5.642749,1117.103845
BH-00670,680,,f,KB,,4,2016,3,325.4,1293.1,201.9,0.0411,-4.76974,1157.551295
BH-00670,680,,f,KB,,4,2016,3,325.4,1293.1,201.9,0.0376,-6.7485604,1197.998748
BH-00670,680,,f,KB,,4,2016,3,325.4,1293.1,201.9,0.0345,-4.8279406,1238.446204
BH-00670,680,,f,KB,,4,2016,3,325.4,1293.1,201.9,0.0352,-3.2371242,1278.893663
BH-00670,680,,f,KB,,4,2016,4,239.8,1532.9,201.9,0.0371,-4.3526357,1319.341123
BH-00670,680,,f,KB,,4,2016,4,239.8,1532.9,201.9,0.0342,-4.6242385,1359.788587
BH-00670,680,,f,KB,,4,2016,4,239.8,1532.9,201.9,0.032,-4.3914361,1400.236052
BH-00670,680,,f,KB,,4,2016,4,239.8,1532.9,201.9,0.0335,-4.5951382,1440.683518
BH-00670,680,,f,KB,,4,2016,4,239.8,1532.9,201.9,0.0356,-4.1683338,1481.278502
BH-00670,680,,f,KB,,4,2016,4,239.8,1532.9,201.9,0.0341,-3.8482305,1521.874174
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,1,537.6,537.6,230.4,0.0351,-7.3111662,0
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,1,537.6,537.6,230.4,0.0334,-7.8252715,41.23105626
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,1,537.6,537.6,230.4,0.0342,-7.8252715,82.07923002
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,1,537.6,537.6,230.4,0.0358,-7.4663678,122.9308749
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,1,537.6,537.6,230.4,0.0344,-7.6506697,164.15846
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,1,537.6,537.6,230.4,0.0382,-8.2811762,205.0097559
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,1,537.6,537.6,230.4,0.0365,-8.2811762,246.23769
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,1,537.6,537.6,230.4,0.036,-7.7961712,287.0888364
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,1,537.6,537.6,230.4,0.0389,-7.7088703,327.9405434
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,1,537.6,537.6,230.4,0.0386,-6.6903598,369.1679834
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,1,537.6,537.6,230.4,0.0354,-5.3226457,410.0195117
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,1,537.6,537.6,230.4,0.037,-5.5069476,451.2471607
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,1,537.6,537.6,230.4,0.0382,-5.1674441,492.0985674
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,1,537.6,537.6,230.4,0.0359,-4.3914361,532.9502791
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,2,458.9,996.5,230.4,0.039,-7.3790669,574.1776729
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,2,458.9,996.5,230.4,0.04,-7.5148683,615.0292676
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,2,458.9,996.5,230.4,0.0403,-8.6691802,656.2568095
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,2,458.9,996.5,230.4,0.0369,-8.1065744,697.108313
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,2,458.9,996.5,230.4,0.0381,-8.0386737,737.960026
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,2,458.9,996.5,230.4,0.0372,-8.4751782,779.1873972
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,2,458.9,996.5,230.4,0.0359,-6.9134621,820.0390235
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,2,458.9,996.5,230.4,0.0372,-7.9804731,861.2665093
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,2,458.9,996.5,230.4,0.0363,-6.7873608,902.1180632
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,2,458.9,996.5,230.4,0.0361,-6.0598533,942.9697768
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,2,458.9,996.5,230.4,0.0343,-4.1489336,984.1971347
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,3,290.5,1287,230.4,0.0358,-6.1083538,1025.048779
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,3,290.5,1287,230.4,0.0397,-7.9222725,1066.276231
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,3,290.5,1287,230.4,0.0361,-7.3499666,1107.127816
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,3,290.5,1287,230.4,0.0355,-7.5536687,1147.979529
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,3,290.5,1287,230.4,0.0352,-7.1656647,1189.206879
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,3,290.5,1287,230.4,0.0331,-6.1180539,1230.058535
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,3,290.5,1287,230.4,0.0329,-4.6824391,1271.285963
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,4,159.7,1446.7,230.4,0.0355,-7.0104631,1312.137569
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,4,159.7,1446.7,230.4,0.0357,-7.9416727,1352.989283
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,4,159.7,1446.7,230.4,0.0352,-6.8164611,1394.216626
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,4,159.7,1446.7,230.4,0.0347,-4.0519326,1435.068291
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,5,203.3,1650,230.4,0.0362,-5.3808463,1476.295702
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,5,203.3,1650,230.4,0.0393,-7.6409696,1517.147323
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,5,203.3,1650,230.4,0.0346,-6.6709596,1557.999037
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,5,203.3,1650,230.4,0.0331,-5.4099466,1599.226375
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,5,203.3,1650,230.4,0.0347,-4.3623358,1640.078047
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,6,206.3,1856.3,230.4,0.0383,-7.4178673,1681.305445
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,6,206.3,1856.3,230.4,0.0398,-7.9513728,1722.157078
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,6,206.3,1856.3,230.4,0.0358,-6.2053548,1763.38453
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,6,206.3,1856.3,230.4,0.0357,-6.321756,1804.236126
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,6,206.3,1856.3,230.4,0.0348,-5.6524491,1845.087803
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,7,170.5,2026.8,230.4,0.0377,-6.4672575,1886.315191
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,7,170.5,2026.8,230.4,0.0392,-7.1656647,1926.24012
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,7,170.5,2026.8,230.4,0.0378,-6.6030589,1966.165049
BH-01812,1020,8900,f,SB,2019-11-22,7,2013,7,170.5,2026.8,230.4,0.0364,-5.1771442,2006.089978
BH-01867,820,4800,f,SB,2019-11-23,6,2014,1,628,628,357.2,0.0387,-8.3102765,0
BH-01867,820,4800,f,SB,2019-11-23,6,2014,1,628,628,357.2,0.0379,-8.5430789,38.41874542
BH-01867,820,4800,f,SB,2019-11-23,6,2014,1,628,628,357.2,0.0375,-8.0871742,76.83749085
BH-01867,820,4800,f,SB,2019-11-23,6,2014,1,628,628,357.2,0.0373,-8.1550749,115.2562363
BH-01867,820,4800,f,SB,2019-11-23,6,2014,1,628,628,357.2,0.0389,-7.7864711,153.0522787
BH-01867,820,4800,f,SB,2019-11-23,6,2014,1,628,628,357.2,0.04,-7.7088703,191.4706244
BH-01867,820,4800,f,SB,2019-11-23,6,2014,1,628,628,357.2,0.0419,-7.6700699,229.8891037
BH-01867,820,4800,f,SB,2019-11-23,6,2014,1,628,628,357.2,0.0426,-7.000763,268.3076592
BH-01867,820,4800,f,SB,2019-11-23,6,2014,1,628,628,357.2,0.042,-7.5051682,306.7262623
BH-01867,820,4800,f,SB,2019-11-23,6,2014,1,628,628,357.2,0.0415,-6.8164611,344.5228585
BH-01867,820,4800,f,SB,2019-11-23,6,2014,1,628,628,357.2,0.0418,-8.0095734,382.9412488
BH-01867,820,4800,f,SB,2019-11-23,6,2014,1,628,628,357.2,0.0373,-6.6224591,421.3597038
BH-01867,820,4800,f,SB,2019-11-23,6,2014,1,628,628,357.2,0.0383,-5.642749,459.7782074
BH-01867,820,4800,f,SB,2019-11-23,6,2014,1,628,628,357.2,0.0411,-6.2053548,498.1967483
BH-01867,820,4800,f,SB,2019-11-23,6,2014,1,628,628,357.2,0.0386,-5.3711462,535.9934701
BH-01867,820,4800,f,SB,2019-11-23,6,2014,1,628,628,357.2,0.0378,-4.9928423,574.4118731
BH-01867,820,4800,f,SB,2019-11-23,6,2014,1,628,628,357.2,0.0369,-4.4884371,613.6138851
BH-01867,820,4800,f,SB,2019-11-23,6,2014,2,426.9,1054.9,357.2,0.038,-5.7300499,652.8162069
BH-01867,820,4800,f,SB,2019-11-23,6,2014,2,426.9,1054.9,357.2,0.0338,-5.545748,692.0187859
BH-01867,820,4800,f,SB,2019-11-23,6,2014,2,426.9,1054.9,357.2,0.0376,-4.76974,730.6024911
BH-01867,820,4800,f,SB,2019-11-23,6,2014,2,426.9,1054.9,357.2,0.0349,-5.6912495,769.8058197
BH-01867,820,4800,f,SB,2019-11-23,6,2014,2,426.9,1054.9,357.2,0.0348,-5.448747,809.0092707
BH-01867,820,4800,f,SB,2019-11-23,6,2014,2,426.9,1054.9,357.2,0.0373,-6.0210529,848.2128271
BH-01867,820,4800,f,SB,2019-11-23,6,2014,2,426.9,1054.9,357.2,0.0386,-5.0316427,887.4164749
BH-01867,820,4800,f,SB,2019-11-23,6,2014,2,426.9,1054.9,357.2,0.0351,-4.6824391,926.0032397
BH-01867,820,4800,f,SB,2019-11-23,6,2014,2,426.9,1054.9,357.2,0.0355,-4.7600399,965.2072316
BH-01867,820,4800,f,SB,2019-11-23,6,2014,2,426.9,1054.9,357.2,0.0346,-5.1189436,1004.41127
BH-01867,820,4800,f,SB,2019-11-23,6,2014,2,426.9,1054.9,357.2,0.0347,-4.5078373,1043.615351
BH-01867,820,4800,f,SB,2019-11-23,6,2014,3,198,1252.9,357.2,0.035,-5.933752,1082.819468
BH-01867,820,4800,f,SB,2019-11-23,6,2014,3,198,1252.9,357.2,0.038,-5.3905464,1121.408043
BH-01867,820,4800,f,SB,2019-11-23,6,2014,3,198,1252.9,357.2,0.0386,-6.321756,1160.612338
BH-01867,820,4800,f,SB,2019-11-23,6,2014,3,198,1252.9,357.2,0.0379,-5.4875474,1199.816653
BH-01867,820,4800,f,SB,2019-11-23,6,2014,3,198,1252.9,357.2,0.0326,-3.7900299,1239.020984
BH-01867,820,4800,f,SB,2019-11-23,6,2014,4,162.6,1415.5,357.2,0.0339,-5.1965444,1278.225332
BH-01867,820,4800,f,SB,2019-11-23,6,2014,4,162.6,1415.5,357.2,0.0371,-6.2053548,1316.815097
BH-01867,820,4800,f,SB,2019-11-23,6,2014,4,162.6,1415.5,357.2,0.037,-5.6039486,1356.019543
BH-01867,820,4800,f,SB,2019-11-23,6,2014,4,162.6,1415.5,357.2,0.0359,-4.0519326,1395.223996
BH-01867,820,4800,f,SB,2019-11-23,6,2014,5,182.7,1598.2,357.2,0.0351,-4.7212395,1434.428458
BH-01867,820,4800,f,SB,2019-11-23,6,2014,5,182.7,1598.2,357.2,0.0354,-6.7485604,1473.632926
BH-01867,820,4800,f,SB,2019-11-23,6,2014,5,182.7,1598.2,357.2,0.0345,-6.2635554,1512.223528
BH-01867,820,4800,f,SB,2019-11-23,6,2014,5,182.7,1598.2,357.2,0.034,-5.0898433,1551.428052
BH-01867,820,4800,f,SB,2019-11-23,6,2014,5,182.7,1598.2,357.2,0.0328,-4.1489336,1590.632579
BH-01867,820,4800,f,SB,2019-11-23,6,2014,6,165.8,1764,357.2,0.0335,-6.8552615,1629.837108
BH-01867,820,4800,f,SB,2019-11-23,6,2014,6,165.8,1764,357.2,0.0351,-4.6242385,1669.041641
BH-01867,820,4800,f,SB,2019-11-23,6,2014,6,165.8,1764,357.2,0.0325,-4.9540419,1708.246177
BH-01867,820,4800,f,SB,2019-11-23,6,2014,6,165.8,1764,357.2,0.0407,-4.8764411,1747.450715
BH-01814,780,3600,m,KB,2020-02-26,6,2014,1,482,482,120.7,0.0347,-7.3305664,0
BH-01814,780,3600,m,KB,2020-02-26,6,2014,1,482,482,120.7,0.0345,-7.1074641,41.88078318
BH-01814,780,3600,m,KB,2020-02-26,6,2014,1,482,482,120.7,0.0395,-7.9610729,83.76156637
BH-01814,780,3600,m,KB,2020-02-26,6,2014,1,482,482,120.7,0.0391,-7.0395634,125.6423495
BH-01814,780,3600,m,KB,2020-02-26,6,2014,1,482,482,120.7,0.0415,-7.3596667,167.5231327
BH-01814,780,3600,m,KB,2020-02-26,6,2014,1,482,482,120.7,0.0388,-6.1665544,209.4039159
BH-01814,780,3600,m,KB,2020-02-26,6,2014,1,482,482,120.7,0.0411,-6.8746617,251.2846991
BH-01814,780,3600,m,KB,2020-02-26,6,2014,1,482,482,120.7,0.0396,-7.2141652,293.1654823
BH-01814,780,3600,m,KB,2020-02-26,6,2014,1,482,482,120.7,0.0403,-7.0686637,335.0462655
BH-01814,780,3600,m,KB,2020-02-26,6,2014,1,482,482,120.7,0.0406,-6.612759,376.9270486
BH-01814,780,3600,m,KB,2020-02-26,6,2014,1,482,482,120.7,0.0391,-5.8755514,418.8078318
BH-01814,780,3600,m,KB,2020-02-26,6,2014,1,482,482,120.7,0.0394,-5.5942485,460.688615
BH-01814,780,3600,m,KB,2020-02-26,6,2014,2,310.3,772.3,120.7,0.0397,-7.1268643,502.5693982
BH-01814,780,3600,m,KB,2020-02-26,6,2014,2,310.3,772.3,120.7,0.0395,-6.9813628,544.4501814
BH-01814,780,3600,m,KB,2020-02-26,6,2014,2,310.3,772.3,120.7,0.0416,-7.2432655,586.3309646
BH-01814,780,3600,m,KB,2020-02-26,6,2014,2,310.3,772.3,120.7,0.0384,-6.9231622,628.2117477
BH-01814,780,3600,m,KB,2020-02-26,6,2014,2,310.3,772.3,120.7,0.0403,-6.8455614,670.0925309
BH-01814,780,3600,m,KB,2020-02-26,6,2014,2,310.3,772.3,120.7,0.0388,-6.7873608,711.9733141
BH-01814,780,3600,m,KB,2020-02-26,6,2014,2,310.3,772.3,120.7,0.0365,-4.3623358,753.8540973
BH-01814,780,3600,m,KB,2020-02-26,6,2014,3,382.5,1134.8,120.7,0.0386,-5.7591502,795.7348805
BH-01814,780,3600,m,KB,2020-02-26,6,2014,3,382.5,1134.8,120.7,0.0363,-6.4866577,837.6156637
BH-01814,780,3600,m,KB,2020-02-26,6,2014,3,382.5,1134.8,120.7,0.0355,-6.8940619,878.660913
BH-01814,780,3600,m,KB,2020-02-26,6,2014,3,382.5,1134.8,120.7,0.0389,-6.1956547,919.7064749
BH-01814,780,3600,m,KB,2020-02-26,6,2014,3,382.5,1134.8,120.7,0.038,-6.4381572,960.7523094
BH-01814,780,3600,m,KB,2020-02-26,6,2014,3,382.5,1134.8,120.7,0.0359,-7.2044651,1001.798383
BH-01814,780,3600,m,KB,2020-02-26,6,2014,3,382.5,1134.8,120.7,0.0356,-7.2335654,1042.844667
BH-01814,780,3600,m,KB,2020-02-26,6,2014,3,382.5,1134.8,120.7,0.0333,-5.8658513,1083.891138
BH-01814,780,3600,m,KB,2020-02-26,6,2014,3,382.5,1134.8,120.7,0.0346,-5.5069476,1124.937776
BH-01814,780,3600,m,KB,2020-02-26,6,2014,4,155.4,1260.2,120.7,0.0348,-6.3411562,1165.984563
BH-01814,780,3600,m,KB,2020-02-26,6,2014,4,155.4,1260.2,120.7,0.0297,-7.1074641,1207.031483
BH-01814,780,3600,m,KB,2020-02-26,6,2014,4,155.4,1260.2,120.7,0.0358,-4.2071342,1248.078523
BH-01814,780,3600,m,KB,2020-02-26,6,2014,5,302.4,1542.6,120.7,0.0355,-5.0413428,1289.125673
BH-01814,780,3600,m,KB,2020-02-26,6,2014,5,302.4,1542.6,120.7,0.0317,-5.9434521,1330.172921
BH-01814,780,3600,m,KB,2020-02-26,6,2014,5,302.4,1542.6,120.7,0.0337,-7.2820659,1371.220259
