ID,TL_mm,weight,sex,area,capt_date,age,cohort,year,inc_um,rad_um,core,OH,d18O,sims_dist,"Sr[, 2]"
BH-01737,1130,11500,f,KB,2020-02-27,9,2011,7,270.1,1720.2,107.5,0.048,-6.2732555,1638.672939,0.0054040522875817
BH-01737,1130,11500,f,KB,2020-02-27,9,2011,7,270.1,1720.2,107.5,0.046,-6.6030589,1678.118291,0.0058738779956427
BH-01737,1130,11500,f,KB,2020-02-27,9,2011,7,270.1,1720.2,107.5,0.045,-5.0413428,1716.704983,0.00546095860566449
BH-01737,1130,11500,f,KB,2020-02-27,9,2011,8,251.8,1882,107.5,0.048,-7.3693668,1756.150335,0.00511156862745098
BH-01737,1130,11500,f,KB,2020-02-27,9,2011,8,251.8,1882,107.5,0.045,-7.2723658,1795.249843,0.00595867102396514
BH-01737,1130,11500,f,KB,2020-02-27,9,2011,8,251.8,1882,107.5,0.051,-6.4478573,1835.208163,0.00645664488017429
BH-01737,1130,11500,f,KB,2020-02-27,9,2011,8,251.8,1882,107.5,0.041,-4.9249416,1874.308673,0.00564640522875818
BH-01737,1130,11500,f,KB,2020-02-27,9,2011,9,222.7,2009.7,107.5,0.037,-6.3120559,1914.267484,0.00547729847494554
BH-01737,1130,11500,f,KB,2020-02-27,9,2011,9,222.7,2009.7,107.5,0.041,-6.2538553,1954.226445,0.00654191721132898
BH-01737,1130,11500,f,KB,2020-02-27,9,2011,9,222.7,2009.7,107.5,0.042,-6.5836587,1994.185548,0.00639111111111111
BH-01738,860,5400,f,SB,2019-12-23,7,2013,1,621.5,621.5,286.7,0.048,-8.9310829,0,0.00287666666666667
BH-01738,860,5400,f,SB,2019-12-23,7,2013,1,621.5,621.5,286.7,0.044,-9.2414861,41.03656906,0.0034512293144208
BH-01738,860,5400,f,SB,2019-12-23,7,2013,1,621.5,621.5,286.7,0.045,-10.2793968,82.07313811,0.00337997635933806
BH-01738,860,5400,f,SB,2019-12-23,7,2013,1,621.5,621.5,286.7,0.047,,123.1097072,0.00347026004728132
BH-01738,860,5400,f,SB,2019-12-23,7,2013,1,621.5,621.5,286.7,0.047,,164.1462762,0.00264947990543735
BH-01738,860,5400,f,SB,2019-12-23,7,2013,1,621.5,621.5,286.7,0.048,,205.1828453,0.00300073286052009
BH-01738,860,5400,f,SB,2019-12-23,7,2013,1,621.5,621.5,286.7,0.046,-7.6118693,246.2194143,0.00282
BH-01738,860,5400,f,SB,2019-12-23,7,2013,1,621.5,621.5,286.7,0.043,-7.4760679,287.2559834,0.00286371158392435
BH-01738,860,5400,f,SB,2019-12-23,7,2013,1,621.5,621.5,286.7,0.049,-9.6488903,328.2925525,0.00365517730496454
BH-01738,860,5400,f,SB,2019-12-23,7,2013,1,621.5,621.5,286.7,0.048,-8.9116827,369.3291215,0.00433278959810875
BH-01738,860,5400,f,SB,2019-12-23,7,2013,1,621.5,621.5,286.7,0.049,-8.0192735,410.3656906,0.00420222222222222
BH-01738,860,5400,f,SB,2019-12-23,7,2013,1,621.5,621.5,286.7,0.046,-6.9910629,451.4022596,0.00400219858156028
BH-01738,860,5400,f,SB,2019-12-23,7,2013,1,621.5,621.5,286.7,0.046,-7.5633688,492.4388287,0.00465874704491726
BH-01738,860,5400,f,SB,2019-12-23,7,2013,1,621.5,621.5,286.7,0.052,-7.388767,533.4753977,0.00389567375886525
BH-01738,860,5400,f,SB,2019-12-23,7,2013,1,621.5,621.5,286.7,0.048,-6.8455614,574.5119668,0.00348912529550828
BH-01738,860,5400,f,SB,2019-12-23,7,2013,1,621.5,621.5,286.7,0.049,-5.5942485,615.5485359,0.00446028368794326
BH-01738,860,5400,f,SB,2019-12-23,7,2013,2,517.5,1119,286.7,0.048,-7.2432655,656.5851049,0.00484475177304965
BH-01738,860,5400,f,SB,2019-12-23,7,2013,2,517.5,1119,286.7,0.047,-7.1850649,697.621674,0.00324179669030733
BH-01738,860,5400,f,SB,2019-12-23,7,2013,2,517.5,1119,286.7,0.047,-7.3402665,738.658243,0.00319304964539007
BH-01738,860,5400,f,SB,2019-12-23,7,2013,2,517.5,1119,286.7,0.048,-7.2141652,779.6948121,0.00288340425531915
BH-01738,860,5400,f,SB,2019-12-23,7,2013,2,517.5,1119,286.7,0.051,-8.164775,820.7313811,0.00304215130023641
BH-01738,860,5400,f,SB,2019-12-23,7,2013,2,517.5,1119,286.7,0.049,-8.2132755,861.7679502,0.0033551536643026
BH-01738,860,5400,f,SB,2019-12-23,7,2013,2,517.5,1119,286.7,0.049,-8.3878773,902.8045193,0.00409787234042553
BH-01738,860,5400,f,SB,2019-12-23,7,2013,2,517.5,1119,286.7,0.044,-6.2538553,943.8410883,0.00395787234042553
BH-01738,860,5400,f,SB,2019-12-23,7,2013,2,517.5,1119,286.7,0.046,-7.0589636,984.8776574,0.00364111111111111
BH-01738,860,5400,f,SB,2019-12-23,7,2013,2,517.5,1119,286.7,0.045,-6.515758,1025.914226,0.00410791962174941
BH-01738,860,5400,f,SB,2019-12-23,7,2013,2,517.5,1119,286.7,0.044,-5.9919526,1066.950795,0.00418669030732861
BH-01738,860,5400,f,SB,2019-12-23,7,2013,2,517.5,1119,286.7,0.044,-3.9258313,1107.987365,0.00540782505910166
BH-01738,860,5400,f,SB,2019-12-23,7,2013,3,318.1,1407.1,286.7,0.045,-5.9725524,1149.023934,0.00470411347517731
BH-01738,860,5400,f,SB,2019-12-23,7,2013,3,318.1,1407.1,286.7,0.048,-6.8358613,1190.060503,0.00523673758865248
BH-01738,860,5400,f,SB,2019-12-23,7,2013,3,318.1,1407.1,286.7,0.048,-6.6515594,1231.097072,0.00553486997635934
BH-01738,860,5400,f,SB,2019-12-23,7,2013,3,318.1,1407.1,286.7,0.046,-7.0492635,1272.133641,0.00524271867612293
BH-01738,860,5400,f,SB,2019-12-23,7,2013,3,318.1,1407.1,286.7,0.043,-5.545748,1313.17021,0.00541151300236407
BH-01738,860,5400,f,SB,2019-12-23,7,2013,3,318.1,1407.1,286.7,0.043,-5.0801432,1354.206779,0.00536056737588653
BH-01738,860,5400,f,SB,2019-12-23,7,2013,3,318.1,1407.1,286.7,0.043,-3.8385304,1395.243348,0.00588565011820331
BH-01738,860,5400,f,SB,2019-12-23,7,2013,4,248.7,1600.8,286.7,0.048,-7.5536687,1435.597785,0.00582281323877068
BH-01738,860,5400,f,SB,2019-12-23,7,2013,4,248.7,1600.8,286.7,0.047,-7.0201632,1475.952574,0.00530049645390071
BH-01738,860,5400,f,SB,2019-12-23,7,2013,4,248.7,1600.8,286.7,0.046,-6.418757,1516.307686,0.00589170212765957
BH-01738,860,5400,f,SB,2019-12-23,7,2013,4,248.7,1600.8,286.7,0.043,-5.0219426,1556.663098,0.00570661938534279
BH-01738,860,5400,f,SB,2019-12-23,7,2013,4,248.7,1600.8,286.7,0.043,-4.6339386,1597.018785,0.00484631205673759
BH-01738,860,5400,f,SB,2019-12-23,7,2013,5,179.1,1729.9,286.7,0.043,-6.903762,1637.374728,0.00562127659574468
BH-01738,860,5400,f,SB,2019-12-23,7,2013,5,179.1,1729.9,286.7,0.058,-7.388767,1677.730908,0.00602900709219858
BH-01738,860,5400,f,SB,2019-12-23,7,2013,5,179.1,1729.9,286.7,0.045,-5.7203498,1718.087309,0.00693602836879433
BH-01738,860,5400,f,SB,2019-12-23,7,2013,6,187.7,1857.6,286.7,0.042,-6.6806597,1758.443914,0.00517340425531915
BH-01738,860,5400,f,SB,2019-12-23,7,2013,6,187.7,1857.6,286.7,0.065,-8.5624791,1798.800712,0.005075768321513
BH-01738,860,5400,f,SB,2019-12-23,7,2013,6,187.7,1857.6,286.7,0.043,-5.9919526,1839.157688,0.00621416075650118
BH-01738,860,5400,f,SB,2019-12-23,7,2013,7,139.3,1926.9,286.7,0.04,-7.1753648,1879.514831,0.00686456264775414
BH-01738,860,5400,f,SB,2019-12-23,7,2013,7,139.3,1926.9,286.7,0.04,-6.612759,1919.137827,0.00680222222222222
BH-01767,751,,f,KD,2020-09-12,8,2012,1,360.8,360.8,116,0.0391,-3.7221292,0,0.000456777777777778
BH-01767,751,,f,KD,2020-09-12,8,2012,1,360.8,360.8,116,0.04,-4.1392335,34.43835072,0.000432548148148148
BH-01767,751,,f,KD,2020-09-12,8,2012,1,360.8,360.8,116,0.0354,-3.993732,68.87670143,0.0004008
BH-01767,751,,f,KD,2020-09-12,8,2012,1,360.8,360.8,116,0.0386,-4.187734,103.3150521,0.000383444444444444
BH-01767,751,,f,KD,2020-09-12,8,2012,1,360.8,360.8,116,0.0465,-5.254745,137.7534029,0.000396503703703704
BH-01767,751,,f,KD,2020-09-12,8,2012,1,360.8,360.8,116,0.04,-4.3914361,172.6296614,0.000387555555555556
BH-01767,751,,f,KD,2020-09-12,8,2012,1,360.8,360.8,116,0.0383,-4.1295334,207.0676218,0.000413844444444444
BH-01767,751,,f,KD,2020-09-12,8,2012,1,360.8,360.8,116,0.0401,-3.4505264,241.5056935,0.000409622222222222
BH-01767,751,,f,KD,2020-09-12,8,2012,1,360.8,360.8,116,0.0404,-3.4214261,275.9438349,0.000471214814814815
BH-01767,751,,f,KD,2020-09-12,8,2012,1,360.8,360.8,116,0.0408,-3.1013228,310.3820227,0.000563088888888889
BH-01767,751,,f,KD,2020-09-12,8,2012,1,360.8,360.8,116,0.0409,-1.8694101,344.820243,0.000540074074074074
BH-01767,751,,f,KD,2020-09-12,8,2012,2,329.8,670.6,116,0.042,-4.9249416,379.2584871,0.000429940740740741
BH-01767,751,,f,KD,2020-09-12,8,2012,2,329.8,670.6,116,0.0378,-4.3138353,413.6967488,0.000413466666666667
BH-01767,751,,f,KD,2020-09-12,8,2012,2,329.8,670.6,116,0.0368,-4.0519326,448.1350243,0.000402518518518519
BH-01767,751,,f,KD,2020-09-12,8,2012,2,329.8,670.6,116,0.0383,-3.896731,482.5733105,0.000434607407407407
BH-01767,751,,f,KD,2020-09-12,8,2012,2,329.8,670.6,116,0.0373,-4.0519326,517.4495144,0.000441555555555556
BH-01767,751,,f,KD,2020-09-12,8,2012,2,329.8,670.6,116,0.0361,-3.8773308,551.8876697,0.000446977777777778
BH-01767,751,,f,KD,2020-09-12,8,2012,2,329.8,670.6,116,0.0355,-3.9646317,586.325848,0.000521814814814815
BH-01767,751,,f,KD,2020-09-12,8,2012,2,329.8,670.6,116,0.042,-3.120723,620.7640454,0.000614666666666667
BH-01767,751,,f,KD,2020-09-12,8,2012,2,329.8,670.6,116,0.0377,-1.6851082,655.2022588,0.000561385185185185
BH-01767,751,,f,KD,2020-09-12,8,2012,3,194.5,845.1,116,0.0359,-4.478737,689.6404861,0.000563592592592593
BH-01767,751,,f,KD,2020-09-12,8,2012,3,194.5,845.1,116,0.0347,-5.0316427,724.078725,0.0006006
BH-01767,751,,f,KD,2020-09-12,8,2012,3,194.5,845.1,116,0.0362,-4.8473408,758.5169741,0.000563570370370371
BH-01767,751,,f,KD,2020-09-12,8,2012,3,194.5,845.1,116,0.037,-4.4011362,792.955232,0.00059617037037037
BH-01767,751,,f,KD,2020-09-12,8,2012,3,194.5,845.1,116,0.0365,-2.635718,827.3934977,0.0007856
BH-01767,751,,f,KD,2020-09-12,8,2012,4,190.2,1015.3,116,0.0374,-4.2362345,862.2696794,0.000708037037037037
BH-01767,751,,f,KD,2020-09-12,8,2012,4,190.2,1015.3,116,0.0356,-3.896731,896.7078677,0.000559459259259259
BH-01767,751,,f,KD,2020-09-12,8,2012,4,190.2,1015.3,116,0.0319,-4.5369376,931.146068,0.000531866666666667
BH-01767,751,,f,KD,2020-09-12,8,2012,4,190.2,1015.3,116,0.0342,-3.3438253,965.5842791,0.0005824
BH-01767,751,,f,KD,2020-09-12,8,2012,4,190.2,1015.3,116,0.032,-1.8694101,1000.0225,0.000684266666666667
BH-01767,751,,f,KD,2020-09-12,8,2012,5,159.4,1154.7,116,0.0327,-3.4408263,1034.460729,0.000663111111111111
BH-01767,751,,f,KD,2020-09-12,8,2012,5,159.4,1154.7,116,0.0353,-3.7318293,1068.898966,0.000661333333333333
BH-01767,751,,f,KD,2020-09-12,8,2012,5,159.4,1154.7,116,0.0339,-3.3535254,1103.33721,0.000597540740740741
BH-01767,751,,f,KD,2020-09-12,8,2012,5,159.4,1154.7,116,0.0338,-2.0149116,1137.775461,0.000672844444444444
BH-01767,751,,f,KD,2020-09-12,8,2012,6,122.6,1257.3,116,0.0346,-3.1789236,1172.213718,0.000697740740740741
BH-01767,751,,f,KD,2020-09-12,8,2012,6,122.6,1257.3,116,0.0336,-2.6745184,1207.089889,0.000678666666666667
BH-01767,751,,f,KD,2020-09-12,8,2012,6,122.6,1257.3,116,0.0334,-1.956711,1241.528091,0.0007062
BH-01767,751,,f,KD,2020-09-12,8,2012,7,120.6,1357.9,116,0.0338,-2.8006197,1275.9663,0.000788822222222222
BH-01767,751,,f,KD,2020-09-12,8,2012,7,120.6,1357.9,116,0.035,-2.8200199,1310.404518,0.000842666666666667
BH-01767,751,,f,KD,2020-09-12,8,2012,7,120.6,1357.9,116,0.0334,-1.0546017,1344.842742,0.000863533333333334
BH-01767,751,,f,KD,2020-09-12,8,2012,8,190.2,1528.1,116,0.0337,-3.4311262,1379.280972,0.00072125925925926
BH-01767,751,,f,KD,2020-09-12,8,2012,8,190.2,1528.1,116,0.0328,-3.1983238,1413.719208,0.000683962962962963
BH-01767,751,,f,KD,2020-09-12,8,2012,8,190.2,1528.1,116,0.0335,-1.5881072,1448.15745,0.000616955555555556
BH-01767,751,,f,KD,2020-09-12,8,2012,8,190.2,1528.1,116,0.0342,-2.1022125,1482.595697,0.000719688888888889
BH-01767,751,,f,KD,2020-09-12,8,2012,8,190.2,1528.1,116,0.0346,-0.8605997,1517.471911,0.000755725925925926
BH-01767,751,,f,KD,2020-09-12,8,2012,9,59,1567.1,116,0.0355,-2.0731122,1552.348543,0.000713444444444445
BH-01772,634,,f,KD,2020-10-09,5,2015,1,488.7,488.7,278.4,0.0371,-4.8279406,0,0.000574
BH-01772,634,,f,KD,2020-10-09,5,2015,1,488.7,488.7,278.4,0.0381,-4.4108363,36.23534186,0.000542222222222222
BH-01772,634,,f,KD,2020-10-09,5,2015,1,488.7,488.7,278.4,0.0403,-4.7503398,72.47068373,0.000516
BH-01772,634,,f,KD,2020-10-09,5,2015,1,488.7,488.7,278.4,0.0404,-4.6242385,108.7060256,0.000463666666666667
BH-01772,634,,f,KD,2020-10-09,5,2015,1,488.7,488.7,278.4,0.0423,-4.6630389,144.9413675,0.000469222222222222
BH-01772,634,,f,KD,2020-10-09,5,2015,1,488.7,488.7,278.4,0.0447,-4.7309396,181.1767093,0.000468555555555556
BH-01772,634,,f,KD,2020-10-09,5,2015,1,488.7,488.7,278.4,0.0412,-4.4011362,217.4120512,0.000485111111111111
BH-01772,634,,f,KD,2020-10-09,5,2015,1,488.7,488.7,278.4,0.0412,-4.1683338,253.647393,0.000474
BH-01772,634,,f,KD,2020-10-09,5,2015,1,488.7,488.7,278.4,0.0412,-4.4302365,289.8827349,0.000480777777777778
BH-01772,634,,f,KD,2020-10-09,5,2015,1,488.7,488.7,278.4,0.0405,-4.3526357,326.1180768,0.000461888888888889
BH-01772,634,,f,KD,2020-10-09,5,2015,1,488.7,488.7,278.4,0.0403,-4.4981372,362.3534186,0.000451555555555556
BH-01772,634,,f,KD,2020-10-09,5,2015,1,488.7,488.7,278.4,0.0413,-3.9355314,398.5887605,0.000499777777777778
BH-01772,634,,f,KD,2020-10-09,5,2015,1,488.7,488.7,278.4,0.0405,-2.9073208,434.8241024,0.000530777777777778
BH-01772,634,,f,KD,2020-10-09,5,2015,1,488.7,488.7,278.4,0.0391,-1.7724091,471.0594442,0.000555777777777778
BH-01772,634,,f,KD,2020-10-09,5,2015,2,334.6,803.3,278.4,0.0385,-1.9470109,506.6606359,0.000533555555555556
BH-01772,634,,f,KD,2020-10-09,5,2015,2,334.6,803.3,278.4,0.0404,-3.5960279,542.2628514,0.000525555555555556
BH-01772,634,,f,KD,2020-10-09,5,2015,2,334.6,803.3,278.4,0.0379,-4.7600399,577.8659014,0.000534222222222222
BH-01772,634,,f,KD,2020-10-09,5,2015,2,334.6,803.3,278.4,0.0374,-4.0810329,613.4696407,0.000521777777777778
BH-01772,634,,f,KD,2020-10-09,5,2015,2,334.6,803.3,278.4,0.0375,-4.0616327,649.0739557,0.000449666666666667
BH-01772,634,,f,KD,2020-10-09,5,2015,2,334.6,803.3,278.4,0.0376,-3.896731,684.6787568,0.000447888888888889
BH-01772,634,,f,KD,2020-10-09,5,2015,2,334.6,803.3,278.4,0.0351,-3.0043218,720.2839718,0.000489888888888889
BH-01772,634,,f,KD,2020-10-09,5,2015,2,334.6,803.3,278.4,0.0352,-2.9558213,755.8895422,0.000571666666666667
BH-01772,634,,f,KD,2020-10-09,5,2015,2,334.6,803.3,278.4,0.0367,-1.5008063,791.4954201,0.000595666666666667
BH-01772,634,,f,KD,2020-10-09,5,2015,3,180.5,983.8,278.4,0.0361,-1.8403098,827.1015657,0.000535333333333333
BH-01772,634,,f,KD,2020-10-09,5,2015,3,180.5,983.8,278.4,0.0341,-2.926721,862.7079459,0.000532555555555556
BH-01772,634,,f,KD,2020-10-09,5,2015,3,180.5,983.8,278.4,0.0328,-3.2274241,898.3145329,0.000517222222222222
BH-01772,634,,f,KD,2020-10-09,5,2015,3,180.5,983.8,278.4,0.0342,-2.1216127,933.9213029,0.000571888888888889
BH-01772,634,,f,KD,2020-10-09,5,2015,3,180.5,983.8,278.4,0.0336,-0.4240952,969.5282358,0.000578333333333333
BH-01772,634,,f,KD,2020-10-09,5,2015,4,211.3,1165.1,278.4,0.0377,-3.3244251,1005.135314,0.000526222222222222
BH-01772,634,,f,KD,2020-10-09,5,2015,4,211.3,1165.1,278.4,0.0345,-3.3729256,1040.742523,0.000490777777777778
BH-01772,634,,f,KD,2020-10-09,5,2015,4,211.3,1165.1,278.4,0.0332,-3.4311262,1076.34985,0.000496222222222222
BH-01772,634,,f,KD,2020-10-09,5,2015,4,211.3,1165.1,278.4,0.0338,-1.6075074,1111.957283,0.000529333333333333
BH-01772,634,,f,KD,2020-10-09,5,2015,4,211.3,1165.1,278.4,0.0323,-0.1815927,1147.564813,0.000584222222222222
BH-01772,634,,f,KD,2020-10-09,5,2015,5,151.3,1296.4,278.4,0.0344,-1.9664111,1183.17243,0.000592888888888889
BH-01772,634,,f,KD,2020-10-09,5,2015,5,151.3,1296.4,278.4,0.0351,-2.5678173,1217.999179,0.000620111111111111
BH-01772,634,,f,KD,2020-10-09,5,2015,5,151.3,1296.4,278.4,0.0348,-2.4611162,1252.826005,0.000621333333333333
BH-01772,634,,f,KD,2020-10-09,5,2015,5,151.3,1296.4,278.4,0.0323,-0.9964011,1287.652904,0.000624444444444444
BH-01772,634,,f,KD,2020-10-09,5,2015,6,92.5,1388.9,278.4,0.0317,-1.4038053,1322.479868,0.000620222222222222
BH-01772,634,,f,KD,2020-10-09,5,2015,6,92.5,1388.9,278.4,0.0357,-2.7812195,1357.306892,0.000698666666666667
BH-01774,638,,f,KD,2020-10-09,4,2016,1,546.7,546.7,263.3,0.0452,-4.3332355,0,0.000669333333333333
BH-01774,638,,f,KD,2020-10-09,4,2016,1,546.7,546.7,263.3,0.0477,-4.5660379,34.71310992,0.000748598290598291
BH-01774,638,,f,KD,2020-10-09,4,2016,1,546.7,546.7,263.3,0.0463,-4.9831422,70.09279564,0.00084608547008547
BH-01774,638,,f,KD,2020-10-09,4,2016,1,546.7,546.7,263.3,0.045,-5.0219426,105.4751155,0.000827641025641026
BH-01774,638,,f,KD,2020-10-09,4,2016,1,546.7,546.7,263.3,0.0456,-4.6145384,140.1855913,0.000631222222222222
BH-01774,638,,f,KD,2020-10-09,4,2016,1,546.7,546.7,263.3,0.0467,-4.4108363,175.5676508,0.00058457264957265
BH-01774,638,,f,KD,2020-10-09,4,2016,1,546.7,546.7,263.3,0.0478,-4.7309396,210.9502311,0.000590205128205128
BH-01774,638,,f,KD,2020-10-09,4,2016,1,546.7,546.7,263.3,0.0477,-4.2944351,245.6603346,0.000560717948717949
BH-01774,638,,f,KD,2020-10-09,4,2016,1,546.7,546.7,263.3,0.0471,-4.672739,281.0427014,0.000469871794871795
BH-01774,638,,f,KD,2020-10-09,4,2016,1,546.7,546.7,263.3,0.0441,-3.4796267,316.4253466,0.000477145299145299
BH-01774,638,,f,KD,2020-10-09,4,2016,1,546.7,546.7,263.3,0.0422,-3.5475274,351.8081864,0.000503230769230769
BH-01774,638,,f,KD,2020-10-09,4,2016,1,546.7,546.7,263.3,0.042,-3.9549316,386.5177874,0.000497008547008547
BH-01774,638,,f,KD,2020-10-09,4,2016,1,546.7,546.7,263.3,0.0405,-3.4020259,421.9004622,0.000488495726495726
BH-01774,638,,f,KD,2020-10-09,4,2016,1,546.7,546.7,263.3,0.0418,-3.3826257,457.283282,0.000528444444444445
BH-01774,638,,f,KD,2020-10-09,4,2016,1,546.7,546.7,263.3,0.0405,-1.9179106,491.9928861,0.000519179487179487
BH-01774,638,,f,KD,2020-10-09,4,2016,1,546.7,546.7,263.3,0.036,-1.665708,527.3755777,0.000504273504273504
BH-01774,638,,f,KD,2020-10-09,4,2016,2,237.8,784.5,263.3,0.0416,-3.3923258,562.7583851,0.000542025641025641
BH-01774,638,,f,KD,2020-10-09,4,2016,2,237.8,784.5,263.3,0.0385,-3.3826257,597.4679908,0.000562136752136752
BH-01774,638,,f,KD,2020-10-09,4,2016,2,237.8,784.5,263.3,0.038,-2.9655214,632.8506933,0.000524350427350427
BH-01774,638,,f,KD,2020-10-09,4,2016,2,237.8,784.5,263.3,0.0372,-3.1013228,668.2334921,0.000563282051282051
BH-01774,638,,f,KD,2020-10-09,4,2016,2,237.8,784.5,263.3,0.0357,-3.3923258,702.9430987,0.000547991452991453
BH-01774,638,,f,KD,2020-10-09,4,2016,2,237.8,784.5,263.3,0.0381,-2.4708163,738.3258088,0.000581273504273504
BH-01774,638,,f,KD,2020-10-09,4,2016,2,237.8,784.5,263.3,0.0397,-0.9576007,773.7086015,0.000575538461538462
BH-01774,638,,f,KD,2020-10-09,4,2016,3,253.7,1038.2,263.3,0.041,-3.2856247,808.4182086,0.00050174358974359
BH-01774,638,,f,KD,2020-10-09,4,2016,3,253.7,1038.2,263.3,0.0393,-3.4602265,843.8009244,0.000513931623931624
BH-01774,638,,f,KD,2020-10-09,4,2016,3,253.7,1038.2,263.3,0.0372,-3.2371242,879.1837123,0.000609760683760684
BH-01774,638,,f,KD,2020-10-09,4,2016,3,253.7,1038.2,263.3,0.0345,-3.5281272,913.8933198,0.000576888888888889
BH-01774,638,,f,KD,2020-10-09,4,2016,3,253.7,1038.2,263.3,0.0324,-3.1304231,949.2760399,0.000559641025641026
BH-01774,638,,f,KD,2020-10-09,4,2016,3,253.7,1038.2,263.3,0.036,-2.7812195,984.6588242,0.000600803418803419
BH-01774,638,,f,KD,2020-10-09,4,2016,3,253.7,1038.2,263.3,0.0383,-1.4814061,1019.368432,0.000611094017094017
BH-01774,638,,f,KD,2020-10-09,4,2016,4,239.7,1277.9,263.3,0.0386,-2.0343118,1054.751155,0.000583222222222222
BH-01774,638,,f,KD,2020-10-09,4,2016,4,239.7,1277.9,263.3,0.035,-2.8685204,1090.133937,0.000584102564102564
BH-01774,638,,f,KD,2020-10-09,4,2016,4,239.7,1277.9,263.3,0.038,-2.247714,1124.843545,0.000594418803418804
BH-01774,638,,f,KD,2020-10-09,4,2016,4,239.7,1277.9,263.3,0.0355,-2.3253148,1160.226271,0.000636512820512821
BH-01774,638,,f,KD,2020-10-09,4,2016,4,239.7,1277.9,263.3,0.0351,-2.2865144,1195.60905,0.000657760683760684
BH-01774,638,,f,KD,2020-10-09,4,2016,4,239.7,1277.9,263.3,0.0358,-0.9285004,1230.318658,0.000629615384615384
BH-01774,638,,f,KD,2020-10-09,4,2016,4,239.7,1277.9,263.3,0.0342,-0.2591935,1265.701387,0.000657085470085471
BH-01774,638,,f,KD,2020-10-09,4,2016,5,100.3,1378.2,263.3,0.035,-1.8791102,1301.084163,0.000666051282051282
BH-01774,638,,f,KD,2020-10-09,4,2016,5,100.3,1378.2,263.3,0.0364,-2.4999166,1336.466984,0.000617957264957265
BH-01774,638,,f,KD,2020-10-09,4,2016,5,100.3,1378.2,263.3,0.0342,-1.2680039,1371.849846,0.000567
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.0382,-4.0519326,0,0.000894222222222222
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.038,-4.4884371,35.22782991,0.000923314009661836
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.0394,-4.3041352,69.46221995,0.000705415458937198
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.0404,-4.4496367,103.8171469,0.00061180193236715
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.0419,-4.8764411,139.0431588,0.000536178743961353
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.0409,-4.4302365,173.4012687,0.000535657004830918
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.0398,-4.8958413,208.6264605,0.000531792270531401
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.0409,-4.6533388,242.860042,0.000575473429951691
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.0408,-4.6436387,277.2183255,0.000638966183574879
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.0404,-5.0995434,312.4435949,0.000613555555555556
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.0405,-5.0025424,346.6770832,0.000447270531400966
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.041,-4.8570409,382.0274859,0.000462908212560387
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.0391,-4.1586337,416.2607356,0.000488618357487923
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.0438,-3.5184271,447.4930167,0.000489260869565217
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.0376,-3.6154281,485.8446254,0.00046112077294686
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.0326,-3.8773308,520.0778788,0.000427053140096618
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.0269,-4.6242385,555.3035206,0.000411729468599034
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.0333,-4.0519326,589.6617675,0.000367425120772947
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.0322,-3.702729,624.8871898,0.000440429951690821
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.033,-4.1198333,659.1206263,0.000545835748792271
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.031,-3.1789236,693.478911,0.000550676328502415
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.0314,-3.9064311,728.7043296,0.000481768115942029
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.032,-3.6445284,762.9377432,0.000378053140096618
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.0299,-2.1798133,798.2881685,0.000438777777777778
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.0348,-2.4223158,832.5214712,0.00044095652173913
BH-01776,574,,f,KD,2020-10-09,2,2018,1,985.3,985.3,299.9,0.0344,-1.8888103,866.8800378,0.000413719806763285
