area,date,cohort,month,d18O,d18O_cor
Lagoon,2019-11-01,2017,11,-4.92484974299242,-4.35375863101491
Lagoon,2019-11-01,2016,11,-4.92484974299242,-4.35375863101491
Lagoon,2019-11-01,2010,11,-4.92484974299242,-4.35375863101491
Lagoon,2019-11-01,2014,11,-4.92484974299242,-4.35375863101491
Lagoon,2019-11-01,2013,11,-4.92484974299242,-4.35375863101491
Lagoon,2019-11-01,2011,11,-4.92484974299242,-4.35375863101491
Lagoon,2019-11-01,2012,11,-4.92484974299242,-4.35375863101491
Lagoon,2019-11-01,2015,11,-4.92484974299242,-4.35375863101491
Lagoon,2019-11-01,2009,11,-4.92484974299242,-4.35375863101491
Lagoon,2019-12-01,2018,12,-4.18025683958333,-3.61709027567426
Lagoon,2019-12-01,2017,12,-4.18025683958333,-3.61709027567426
Lagoon,2019-12-01,2016,12,-4.18025683958333,-3.61709027567426
Lagoon,2019-12-01,2010,12,-4.18025683958333,-3.61709027567426
Lagoon,2019-12-01,2014,12,-4.18025683958333,-3.61709027567426
Lagoon,2019-12-01,2013,12,-4.18025683958333,-3.61709027567426
Lagoon,2019-12-01,2011,12,-4.18025683958333,-3.61709027567426
Lagoon,2019-12-01,2012,12,-4.18025683958333,-3.61709027567426
Lagoon,2019-12-01,2015,12,-4.18025683958333,-3.61709027567426
Lagoon,2019-12-01,2009,12,-4.18025683958333,-3.61709027567426
Lagoon,2020-01-01,2018,1,-5.75046052708333,-5.17323055683159
Lagoon,2020-01-01,2017,1,-5.75046052708333,-5.17323055683159
Lagoon,2020-01-01,2016,1,-5.75046052708333,-5.17323055683159
Lagoon,2020-01-01,2019,1,-5.75046052708333,-5.17323055683159
Lagoon,2020-01-01,2010,1,-5.75046052708333,-5.17323055683159
Lagoon,2020-01-01,2014,1,-5.75046052708333,-5.17323055683159
Lagoon,2020-01-01,2013,1,-5.75046052708333,-5.17323055683159
Lagoon,2020-01-01,2011,1,-5.75046052708333,-5.17323055683159
Lagoon,2020-01-01,2012,1,-5.75046052708333,-5.17323055683159
Lagoon,2020-01-01,2015,1,-5.75046052708333,-5.17323055683159
Lagoon,2020-02-01,2018,2,-6.1062962030303,-5.52353527493784
Lagoon,2020-02-01,2017,2,-6.1062962030303,-5.52353527493784
Lagoon,2020-02-01,2016,2,-6.1062962030303,-5.52353527493784
Lagoon,2020-02-01,2019,2,-6.1062962030303,-5.52353527493784
Lagoon,2020-02-01,2010,2,-6.1062962030303,-5.52353527493784
Lagoon,2020-02-01,2014,2,-6.1062962030303,-5.52353527493784
Lagoon,2020-02-01,2013,2,-6.1062962030303,-5.52353527493784
Lagoon,2020-02-01,2011,2,-6.1062962030303,-5.52353527493784
Lagoon,2020-02-01,2012,2,-6.1062962030303,-5.52353527493784
Lagoon,2020-02-01,2015,2,-6.1062962030303,-5.52353527493784
Lagoon,2020-03-01,2018,3,-6.31212938560606,-5.73338945081507
Lagoon,2020-03-01,2017,3,-6.31212938560606,-5.73338945081507
Lagoon,2020-03-01,2016,3,-6.31212938560606,-5.73338945081507
Lagoon,2020-03-01,2019,3,-6.31212938560606,-5.73338945081507
Lagoon,2020-03-01,2010,3,-6.31212938560606,-5.73338945081507
Lagoon,2020-03-01,2014,3,-6.31212938560606,-5.73338945081507
Lagoon,2020-03-01,2013,3,-6.31212938560606,-5.73338945081507
Lagoon,2020-03-01,2011,3,-6.31212938560606,-5.73338945081507
Lagoon,2020-03-01,2012,3,-6.31212938560606,-5.73338945081507
Lagoon,2020-03-01,2015,3,-6.31212938560606,-5.73338945081507
Lagoon,2020-04-01,2018,4,-6.2856194532197,-5.71777066599957
Lagoon,2020-04-01,2017,4,-6.2856194532197,-5.71777066599957
Lagoon,2020-04-01,2016,4,-6.2856194532197,-5.71777066599957
Lagoon,2020-04-01,2019,4,-6.2856194532197,-5.71777066599957
Lagoon,2020-04-01,2010,4,-6.2856194532197,-5.71777066599957
Lagoon,2020-04-01,2014,4,-6.2856194532197,-5.71777066599957
Lagoon,2020-04-01,2013,4,-6.2856194532197,-5.71777066599957
Lagoon,2020-04-01,2011,4,-6.2856194532197,-5.71777066599957
Lagoon,2020-04-01,2012,4,-6.2856194532197,-5.71777066599957
Lagoon,2020-04-01,2015,4,-6.2856194532197,-5.71777066599957
Lagoon,2020-05-01,2018,5,-6.12365717746212,-5.56332445645123
Lagoon,2020-05-01,2017,5,-6.12365717746212,-5.56332445645123
Lagoon,2020-05-01,2016,5,-6.12365717746212,-5.56332445645123
Lagoon,2020-05-01,2019,5,-6.12365717746212,-5.56332445645123
Lagoon,2020-05-01,2010,5,-6.12365717746212,-5.56332445645123
Lagoon,2020-05-01,2014,5,-6.12365717746212,-5.56332445645123
Lagoon,2020-05-01,2013,5,-6.12365717746212,-5.56332445645123
Lagoon,2020-05-01,2011,5,-6.12365717746212,-5.56332445645123
Lagoon,2020-05-01,2012,5,-6.12365717746212,-5.56332445645123
Lagoon,2020-05-01,2015,5,-6.12365717746212,-5.56332445645123
Lagoon,2020-06-01,2018,6,-6.07135379734849,-5.50993349338748
Lagoon,2020-06-01,2017,6,-6.07135379734849,-5.50993349338748
Lagoon,2020-06-01,2016,6,-6.07135379734849,-5.50993349338748
Lagoon,2020-06-01,2019,6,-6.07135379734849,-5.50993349338748
Lagoon,2020-06-01,2010,6,-6.07135379734849,-5.50993349338748
Lagoon,2020-06-01,2014,6,-6.07135379734849,-5.50993349338748
Lagoon,2020-06-01,2013,6,-6.07135379734849,-5.50993349338748
Lagoon,2020-06-01,2011,6,-6.07135379734849,-5.50993349338748
Lagoon,2020-06-01,2012,6,-6.07135379734849,-5.50993349338748
Lagoon,2020-06-01,2015,6,-6.07135379734849,-5.50993349338748
Lagoon,2020-07-01,2018,7,-5.98471426780303,-5.42179222567356
Lagoon,2020-07-01,2017,7,-5.98471426780303,-5.42179222567356
Lagoon,2020-07-01,2016,7,-5.98471426780303,-5.42179222567356
Lagoon,2020-07-01,2019,7,-5.98471426780303,-5.42179222567356
Lagoon,2020-07-01,2010,7,-5.98471426780303,-5.42179222567356
Lagoon,2020-07-01,2014,7,-5.98471426780303,-5.42179222567356
Lagoon,2020-07-01,2013,7,-5.98471426780303,-5.42179222567356
Lagoon,2020-07-01,2011,7,-5.98471426780303,-5.42179222567356
Lagoon,2020-07-01,2012,7,-5.98471426780303,-5.42179222567356
Lagoon,2020-07-01,2015,7,-5.98471426780303,-5.42179222567356
Lagoon,2020-08-01,2018,8,-5.76826241515152,-5.21006032417148
Lagoon,2020-08-01,2017,8,-5.76826241515152,-5.21006032417148
Lagoon,2020-08-01,2016,8,-5.76826241515152,-5.21006032417148
Lagoon,2020-08-01,2019,8,-5.76826241515152,-5.21006032417148
Lagoon,2020-08-01,2010,8,-5.76826241515152,-5.21006032417148
Lagoon,2020-08-01,2014,8,-5.76826241515152,-5.21006032417148
Lagoon,2020-08-01,2013,8,-5.76826241515152,-5.21006032417148
Lagoon,2020-08-01,2011,8,-5.76826241515152,-5.21006032417148
Lagoon,2020-08-01,2012,8,-5.76826241515152,-5.21006032417148
Lagoon,2020-08-01,2015,8,-5.76826241515152,-5.21006032417148
Lagoon,2020-09-01,2018,9,-5.50725991382576,-4.95831277363613
Lagoon,2020-09-01,2017,9,-5.50725991382576,-4.95831277363613
Lagoon,2020-09-01,2016,9,-5.50725991382576,-4.95831277363613
Lagoon,2020-09-01,2019,9,-5.50725991382576,-4.95831277363613
Lagoon,2020-09-01,2010,9,-5.50725991382576,-4.95831277363613
Lagoon,2020-09-01,2014,9,-5.50725991382576,-4.95831277363613
Lagoon,2020-09-01,2013,9,-5.50725991382576,-4.95831277363613
Lagoon,2020-09-01,2011,9,-5.50725991382576,-4.95831277363613
Lagoon,2020-09-01,2012,9,-5.50725991382576,-4.95831277363613
Lagoon,2020-09-01,2015,9,-5.50725991382576,-4.95831277363613
Lagoon,2020-10-01,2018,10,-5.20595055757576,-4.66181641162572
Lagoon,2020-10-01,2017,10,-5.20595055757576,-4.66181641162572
Lagoon,2020-10-01,2016,10,-5.20595055757576,-4.66181641162572
Lagoon,2020-10-01,2019,10,-5.20595055757576,-4.66181641162572
Lagoon,2020-10-01,2010,10,-5.20595055757576,-4.66181641162572
Lagoon,2020-10-01,2014,10,-5.20595055757576,-4.66181641162572
Lagoon,2020-10-01,2013,10,-5.20595055757576,-4.66181641162572
Lagoon,2020-10-01,2011,10,-5.20595055757576,-4.66181641162572
Lagoon,2020-10-01,2012,10,-5.20595055757576,-4.66181641162572
Lagoon,2020-10-01,2015,10,-5.20595055757576,-4.66181641162572
Lagoon,2020-11-01,2018,11,-4.86694308541667,-4.32363526422763
Lagoon,2020-11-01,2017,11,-4.86694308541667,-4.32363526422763
Lagoon,2020-11-01,2016,11,-4.86694308541667,-4.32363526422763
Lagoon,2020-11-01,2019,11,-4.86694308541667,-4.32363526422763
Lagoon,2020-11-01,2010,11,-4.86694308541667,-4.32363526422763
Lagoon,2020-11-01,2014,11,-4.86694308541667,-4.32363526422763
Lagoon,2020-11-01,2013,11,-4.86694308541667,-4.32363526422763
Lagoon,2020-11-01,2011,11,-4.86694308541667,-4.32363526422763
Lagoon,2020-11-01,2012,11,-4.86694308541667,-4.32363526422763
Lagoon,2020-11-01,2015,11,-4.86694308541667,-4.32363526422763
Lagoon,2020-12-01,2018,12,-4.558762825,-4.01741685140695
Lagoon,2020-12-01,2017,12,-4.558762825,-4.01741685140695
Lagoon,2020-12-01,2016,12,-4.558762825,-4.01741685140695
Lagoon,2020-12-01,2019,12,-4.558762825,-4.01741685140695
Lagoon,2020-12-01,2010,12,-4.558762825,-4.01741685140695
Lagoon,2020-12-01,2014,12,-4.558762825,-4.01741685140695
Lagoon,2020-12-01,2013,12,-4.558762825,-4.01741685140695
Lagoon,2020-12-01,2011,12,-4.558762825,-4.01741685140695
Lagoon,2020-12-01,2012,12,-4.558762825,-4.01741685140695
Lagoon,2020-12-01,2015,12,-4.558762825,-4.01741685140695
Lagoon,2021-01-01,2019,1,-6.55040121428571,-5.97863943020803
Lagoon,2021-01-01,2013,1,-6.55040121428571,-5.97863943020803
Lagoon,2021-01-01,2018,1,-6.55040121428571,-5.97863943020803
Lagoon,2021-01-01,2020,1,-6.55040121428571,-5.97863943020803
Lagoon,2021-01-01,2012,1,-6.55040121428571,-5.97863943020803
Lagoon,2021-02-01,2019,2,-6.65571658571429,-6.10185992313144
Lagoon,2021-02-01,2013,2,-6.65571658571429,-6.10185992313144
Lagoon,2021-02-01,2018,2,-6.65571658571429,-6.10185992313144
Lagoon,2021-02-01,2020,2,-6.65571658571429,-6.10185992313144
Lagoon,2021-02-01,2012,2,-6.65571658571429,-6.10185992313144
Lagoon,2021-03-01,2019,3,-6.77060608181818,-6.22470508973114
Lagoon,2021-03-01,2013,3,-6.77060608181818,-6.22470508973114
Lagoon,2021-03-01,2018,3,-6.77060608181818,-6.22470508973114
Lagoon,2021-03-01,2020,3,-6.77060608181818,-6.22470508973114
Lagoon,2021-03-01,2012,3,-6.77060608181818,-6.22470508973114
Lagoon,2021-04-01,2019,4,-6.61641228441559,-6.08195656499292
Lagoon,2021-04-01,2013,4,-6.61641228441559,-6.08195656499292
Lagoon,2021-04-01,2018,4,-6.61641228441559,-6.08195656499292
Lagoon,2021-04-01,2020,4,-6.61641228441559,-6.08195656499292
Lagoon,2021-04-01,2012,4,-6.61641228441559,-6.08195656499292
Lagoon,2021-05-01,2019,5,-6.61162522207792,-6.08063965330673
Lagoon,2021-05-01,2013,5,-6.61162522207792,-6.08063965330673
Lagoon,2021-05-01,2018,5,-6.61162522207792,-6.08063965330673
Lagoon,2021-05-01,2020,5,-6.61162522207792,-6.08063965330673
Lagoon,2021-05-01,2012,5,-6.61162522207792,-6.08063965330673
Lagoon,2021-06-01,2019,6,-6.64097747272727,-6.10719866609985
Lagoon,2021-06-01,2013,6,-6.64097747272727,-6.10719866609985
Lagoon,2021-06-01,2018,6,-6.64097747272727,-6.10719866609985
Lagoon,2021-06-01,2020,6,-6.64097747272727,-6.10719866609985
Lagoon,2021-06-01,2012,6,-6.64097747272727,-6.10719866609985
Lagoon,2021-07-01,2019,7,-6.30714286233766,-5.78705986890363
Lagoon,2021-07-01,2013,7,-6.30714286233766,-5.78705986890363
Lagoon,2021-07-01,2018,7,-6.30714286233766,-5.78705986890363
Lagoon,2021-07-01,2020,7,-6.30714286233766,-5.78705986890363
Lagoon,2021-07-01,2012,7,-6.30714286233766,-5.78705986890363
Lagoon,2021-08-01,2019,8,-6.30424542987013,-5.7857788575075
Lagoon,2021-08-01,2013,8,-6.30424542987013,-5.7857788575075
Lagoon,2021-08-01,2018,8,-6.30424542987013,-5.7857788575075
Lagoon,2021-08-01,2020,8,-6.30424542987013,-5.7857788575075
Lagoon,2021-08-01,2012,8,-6.30424542987013,-5.7857788575075
Lagoon,2021-09-01,2019,9,-6.2150549,-5.70754536722242
Lagoon,2021-09-01,2013,9,-6.2150549,-5.70754536722242
Lagoon,2021-09-01,2018,9,-6.2150549,-5.70754536722242
Lagoon,2021-09-01,2020,9,-6.2150549,-5.70754536722242
Lagoon,2021-09-01,2012,9,-6.2150549,-5.70754536722242
Lagoon,2021-10-01,2019,10,-5.9541600025974,-5.45426962906972
Lagoon,2021-10-01,2013,10,-5.9541600025974,-5.45426962906972
Lagoon,2021-10-01,2018,10,-5.9541600025974,-5.45426962906972
Lagoon,2021-10-01,2020,10,-5.9541600025974,-5.45426962906972
Lagoon,2021-10-01,2012,10,-5.9541600025974,-5.45426962906972
Lagoon,2021-11-01,2019,11,-5.6121369961039,-5.11560006412505
Lagoon,2021-11-01,2013,11,-5.6121369961039,-5.11560006412505
Lagoon,2021-11-01,2018,11,-5.6121369961039,-5.11560006412505
Lagoon,2021-11-01,2020,11,-5.6121369961039,-5.11560006412505
Lagoon,2021-11-01,2012,11,-5.6121369961039,-5.11560006412505
Lagoon,2021-12-01,2019,12,-5.00669958571429,-4.51348497285692
Lagoon,2021-12-01,2013,12,-5.00669958571429,-4.51348497285692
Lagoon,2021-12-01,2018,12,-5.00669958571429,-4.51348497285692
Lagoon,2021-12-01,2020,12,-5.00669958571429,-4.51348497285692
Lagoon,2021-12-01,2012,12,-5.00669958571429,-4.51348497285692
freshwater,2010-01-01,2009,1,-7.3693668,-6.83915734676129
freshwater,2010-02-01,2009,2,-7.81028043636364,-7.27190134594096
freshwater,2010-03-01,2009,3,-8.17182961818182,-7.6056737613337
freshwater,2010-04-01,2009,4,-8.21415732727273,-7.62567112878847
freshwater,2010-05-01,2009,5,-7.97518213636364,-7.38247495866767
freshwater,2010-06-01,2009,6,-7.81821688181818,-7.22659898908007
freshwater,2010-07-01,2009,7,-7.73003415454546,-7.13977786800467
freshwater,2010-08-01,2009,8,-7.40728537272727,-6.82247551097579
freshwater,2010-09-01,2009,9,-6.98929924545455,-6.41361214522514
freshwater,2010-10-01,2009,10,-6.82175206363636,-6.24878817580161
freshwater,2010-11-01,2009,11,-5.91611545454546,-5.32939934411771
freshwater,2010-12-01,2009,12,-5.351746,-4.79907004450541
freshwater,2011-01-01,2010,1,-7.27883253333333,-6.60783299929112
freshwater,2011-01-01,2009,1,-7.27883253333333,-6.60783299929112
freshwater,2011-02-01,2010,2,-7.17977393636364,-6.54472080593083
freshwater,2011-02-01,2009,2,-7.17977393636364,-6.54472080593083
freshwater,2011-03-01,2010,3,-7.02339656666667,-6.38734492502248
freshwater,2011-03-01,2009,3,-7.02339656666667,-6.38734492502248
freshwater,2011-04-01,2010,4,-7.21475308484849,-6.5799268887819
freshwater,2011-04-01,2009,4,-7.21475308484849,-6.5799268887819
freshwater,2011-05-01,2010,5,-7.27177791515152,-6.61838848792805
freshwater,2011-05-01,2009,5,-7.27177791515152,-6.61838848792805
freshwater,2011-06-01,2010,6,-7.15831613939394,-6.44583300320653
freshwater,2011-06-01,2009,6,-7.15831613939394,-6.44583300320653
freshwater,2011-07-01,2010,7,-6.51810953939394,-5.88941057121532
freshwater,2011-07-01,2009,7,-6.51810953939394,-5.88941057121532
freshwater,2011-08-01,2010,8,-7.17066172121212,-6.56202375100743
freshwater,2011-08-01,2009,8,-7.17066172121212,-6.56202375100743
freshwater,2011-09-01,2010,9,-6.89082853333333,-6.29934680121495
freshwater,2011-09-01,2009,9,-6.89082853333333,-6.29934680121495
freshwater,2011-10-01,2010,10,-7.17595268484849,-6.57008331391169
freshwater,2011-10-01,2009,10,-7.17595268484849,-6.57008331391169
freshwater,2011-11-01,2010,11,-6.80646705757576,-6.20391092838579
freshwater,2011-11-01,2009,11,-6.80646705757576,-6.20391092838579
freshwater,2011-12-01,2010,12,-6.58042533333333,-5.92490272306739
freshwater,2011-12-01,2009,12,-6.58042533333333,-5.92490272306739
freshwater,2012-01-01,2010,1,-7.06219696666667,-6.4076728676121
freshwater,2012-01-01,2009,1,-7.06219696666667,-6.4076728676121
freshwater,2012-02-01,2010,2,-7.38406392121212,-6.74070499297562
freshwater,2012-02-01,2009,2,-7.38406392121212,-6.74070499297562
freshwater,2012-03-01,2010,3,-7.66389710909091,-7.02934323426378
freshwater,2012-03-01,2009,3,-7.66389710909091,-7.02934323426378
freshwater,2012-04-01,2010,4,-7.96048501515152,-7.32034855491535
freshwater,2012-04-01,2009,4,-7.96048501515152,-7.32034855491535
freshwater,2012-05-01,2010,5,-7.96342443939394,-7.32278872355209
freshwater,2012-05-01,2009,5,-7.96342443939394,-7.32278872355209
freshwater,2012-06-01,2010,6,-7.55984149090909,-6.92274595118029
freshwater,2012-06-01,2009,6,-7.55984149090909,-6.92274595118029
freshwater,2012-07-01,2010,7,-7.48988319393939,-6.83849078913867
freshwater,2012-07-01,2009,7,-7.48988319393939,-6.83849078913867
freshwater,2012-08-01,2010,8,-6.99282655454545,-6.36031508901432
freshwater,2012-08-01,2009,8,-6.99282655454545,-6.36031508901432
freshwater,2012-09-01,2010,9,-6.78324560606061,-6.15109723551542
freshwater,2012-09-01,2009,9,-6.78324560606061,-6.15109723551542
freshwater,2012-10-01,2010,10,-6.87319198787879,-6.2524357225179
freshwater,2012-10-01,2009,10,-6.87319198787879,-6.2524357225179
freshwater,2012-11-01,2010,11,-6.34409562424242,-5.72569947629023
freshwater,2012-11-01,2009,11,-6.34409562424242,-5.72569947629023
freshwater,2012-12-01,2010,12,-5.7203498,-5.14570659785521
freshwater,2012-12-01,2009,12,-5.7203498,-5.14570659785521
freshwater,2013-01-01,2012,1,-7.90448898333333,-7.26943585290052
freshwater,2013-01-01,2010,1,-7.90448898333333,-7.26943585290052
freshwater,2013-01-01,2009,1,-7.90448898333333,-7.26943585290052
freshwater,2013-02-01,2012,2,-7.99796267424242,-7.36837866203554
freshwater,2013-02-01,2010,2,-7.99796267424242,-7.36837866203554
freshwater,2013-02-01,2009,2,-7.99796267424242,-7.36837866203554
freshwater,2013-03-01,2012,3,-8.05307687878788,-7.42805424734204
freshwater,2013-03-01,2010,3,-8.05307687878788,-7.42805424734204
freshwater,2013-03-01,2009,3,-8.05307687878788,-7.42805424734204
freshwater,2013-04-01,2012,4,-7.98855651666667,-7.3834360291384
freshwater,2013-04-01,2010,4,-7.98855651666667,-7.3834360291384
freshwater,2013-04-01,2009,4,-7.98855651666667,-7.3834360291384
freshwater,2013-05-01,2012,5,-7.60452073939394,-7.00114764648558
freshwater,2013-05-01,2010,5,-7.60452073939394,-7.00114764648558
freshwater,2013-05-01,2009,5,-7.60452073939394,-7.00114764648558
freshwater,2013-06-01,2012,6,-7.67491995,-7.07168301771137
freshwater,2013-06-01,2010,6,-7.67491995,-7.07168301771137
freshwater,2013-06-01,2009,6,-7.67491995,-7.07168301771137
freshwater,2013-07-01,2012,7,-7.47415727424242,-6.89363647201252
freshwater,2013-07-01,2010,7,-7.47415727424242,-6.89363647201252
freshwater,2013-07-01,2009,7,-7.47415727424242,-6.89363647201252
freshwater,2013-08-01,2012,8,-7.5855614530303,-7.02775678085912
freshwater,2013-08-01,2010,8,-7.5855614530303,-7.02775678085912
freshwater,2013-08-01,2009,8,-7.5855614530303,-7.02775678085912
freshwater,2013-09-01,2012,9,-7.27677493636364,-6.74722359278696
freshwater,2013-09-01,2010,9,-7.27677493636364,-6.74722359278696
freshwater,2013-09-01,2009,9,-7.27677493636364,-6.74722359278696
freshwater,2013-10-01,2012,10,-6.86158126212121,-6.3203881855574
freshwater,2013-10-01,2010,10,-6.86158126212121,-6.3203881855574
freshwater,2013-10-01,2009,10,-6.86158126212121,-6.3203881855574
freshwater,2013-11-01,2012,11,-6.43418897727273,-5.86190589253664
freshwater,2013-11-01,2010,11,-6.43418897727273,-5.86190589253664
freshwater,2013-11-01,2009,11,-6.43418897727273,-5.86190589253664
freshwater,2013-12-01,2012,12,-5.87393471666667,-5.30328555936737
freshwater,2013-12-01,2010,12,-5.87393471666667,-5.30328555936737
freshwater,2013-12-01,2009,12,-5.87393471666667,-5.30328555936737
freshwater,2014-01-01,2012,1,-8.39235426923077,-7.85407991774636
freshwater,2014-01-01,2010,1,-8.39235426923077,-7.85407991774636
freshwater,2014-01-01,2013,1,-8.39235426923077,-7.85407991774636
freshwater,2014-01-01,2009,1,-8.39235426923077,-7.85407991774636
freshwater,2014-02-01,2012,2,-8.33395017062937,-7.79967684658633
freshwater,2014-02-01,2010,2,-8.33395017062937,-7.79967684658633
freshwater,2014-02-01,2013,2,-8.33395017062937,-7.79967684658633
freshwater,2014-02-01,2009,2,-8.33395017062937,-7.79967684658633
freshwater,2014-03-01,2012,3,-8.28321118601399,-7.74729346064033
freshwater,2014-03-01,2010,3,-8.28321118601399,-7.74729346064033
freshwater,2014-03-01,2013,3,-8.28321118601399,-7.74729346064033
freshwater,2014-03-01,2009,3,-8.28321118601399,-7.74729346064033
freshwater,2014-04-01,2012,4,-8.50305750839161,-7.96069833831521
freshwater,2014-04-01,2010,4,-8.50305750839161,-7.96069833831521
freshwater,2014-04-01,2013,4,-8.50305750839161,-7.96069833831521
freshwater,2014-04-01,2009,4,-8.50305750839161,-7.96069833831521
freshwater,2014-05-01,2012,5,-8.35043355734266,-7.81155172001636
freshwater,2014-05-01,2010,5,-8.35043355734266,-7.81155172001636
freshwater,2014-05-01,2013,5,-8.35043355734266,-7.81155172001636
freshwater,2014-05-01,2009,5,-8.35043355734266,-7.81155172001636
freshwater,2014-06-01,2012,6,-8.29196162587413,-7.75231519429856
freshwater,2014-06-01,2010,6,-8.29196162587413,-7.75231519429856
freshwater,2014-06-01,2013,6,-8.29196162587413,-7.75231519429856
freshwater,2014-06-01,2009,6,-8.29196162587413,-7.75231519429856
freshwater,2014-07-01,2012,7,-8.14544263286713,-7.6117034774092
freshwater,2014-07-01,2010,7,-8.14544263286713,-7.6117034774092
freshwater,2014-07-01,2013,7,-8.14544263286713,-7.6117034774092
freshwater,2014-07-01,2009,7,-8.14544263286713,-7.6117034774092
freshwater,2014-08-01,2012,8,-7.85057315944056,-7.3330790133061
freshwater,2014-08-01,2010,8,-7.85057315944056,-7.3330790133061
freshwater,2014-08-01,2013,8,-7.85057315944056,-7.3330790133061
freshwater,2014-08-01,2009,8,-7.85057315944056,-7.3330790133061
freshwater,2014-09-01,2012,9,-7.7476707,-7.23956116273327
freshwater,2014-09-01,2010,9,-7.7476707,-7.23956116273327
freshwater,2014-09-01,2013,9,-7.7476707,-7.23956116273327
freshwater,2014-09-01,2009,9,-7.7476707,-7.23956116273327
freshwater,2014-10-01,2012,10,-7.42478625244755,-6.9176507873066
freshwater,2014-10-01,2010,10,-7.42478625244755,-6.9176507873066
freshwater,2014-10-01,2013,10,-7.42478625244755,-6.9176507873066
freshwater,2014-10-01,2009,10,-7.42478625244755,-6.9176507873066
freshwater,2014-11-01,2012,11,-6.93645744195804,-6.43033794451817
freshwater,2014-11-01,2010,11,-6.93645744195804,-6.43033794451817
freshwater,2014-11-01,2013,11,-6.93645744195804,-6.43033794451817
freshwater,2014-11-01,2009,11,-6.93645744195804,-6.43033794451817
freshwater,2014-12-01,2012,12,-6.26654004615385,-5.76398167261467
freshwater,2014-12-01,2010,12,-6.26654004615385,-5.76398167261467
freshwater,2014-12-01,2013,12,-6.26654004615385,-5.76398167261467
freshwater,2014-12-01,2009,12,-6.26654004615385,-5.76398167261467
freshwater,2015-01-01,2012,1,-7.87441867333333,-7.34950132951489
freshwater,2015-01-01,2010,1,-7.87441867333333,-7.34950132951489
freshwater,2015-01-01,2013,1,-7.87441867333333,-7.34950132951489
freshwater,2015-01-01,2009,1,-7.87441867333333,-7.34950132951489
freshwater,2015-01-01,2014,1,-7.87441867333333,-7.34950132951489
freshwater,2015-02-01,2012,2,-8.22603260121212,-7.70141481075709
freshwater,2015-02-01,2010,2,-8.22603260121212,-7.70141481075709
freshwater,2015-02-01,2013,2,-8.22603260121212,-7.70141481075709
freshwater,2015-02-01,2009,2,-8.22603260121212,-7.70141481075709
freshwater,2015-02-01,2014,2,-8.22603260121212,-7.70141481075709
freshwater,2015-03-01,2012,3,-8.35183995878788,-7.82740371582583
freshwater,2015-03-01,2010,3,-8.35183995878788,-7.82740371582583
freshwater,2015-03-01,2013,3,-8.35183995878788,-7.82740371582583
freshwater,2015-03-01,2009,3,-8.35183995878788,-7.82740371582583
freshwater,2015-03-01,2014,3,-8.35183995878788,-7.82740371582583
freshwater,2015-04-01,2012,4,-8.36242188606061,-7.84215215806237
freshwater,2015-04-01,2010,4,-8.36242188606061,-7.84215215806237
freshwater,2015-04-01,2013,4,-8.36242188606061,-7.84215215806237
freshwater,2015-04-01,2009,4,-8.36242188606061,-7.84215215806237
freshwater,2015-04-01,2014,4,-8.36242188606061,-7.84215215806237
freshwater,2015-05-01,2012,5,-8.16618592363636,-7.65565621863633
freshwater,2015-05-01,2010,5,-8.16618592363636,-7.65565621863633
freshwater,2015-05-01,2013,5,-8.16618592363636,-7.65565621863633
freshwater,2015-05-01,2009,5,-8.16618592363636,-7.65565621863633
freshwater,2015-05-01,2014,5,-8.16618592363636,-7.65565621863633
freshwater,2015-06-01,2012,6,-7.93849812181818,-7.42945710626056
freshwater,2015-06-01,2010,6,-7.93849812181818,-7.42945710626056
freshwater,2015-06-01,2013,6,-7.93849812181818,-7.42945710626056
freshwater,2015-06-01,2009,6,-7.93849812181818,-7.42945710626056
freshwater,2015-06-01,2014,6,-7.93849812181818,-7.42945710626056
freshwater,2015-07-01,2012,7,-7.59411517757576,-7.08646300033941
freshwater,2015-07-01,2010,7,-7.59411517757576,-7.08646300033941
freshwater,2015-07-01,2013,7,-7.59411517757576,-7.08646300033941
freshwater,2015-07-01,2009,7,-7.59411517757576,-7.08646300033941
freshwater,2015-07-01,2014,7,-7.59411517757576,-7.08646300033941
freshwater,2015-08-01,2012,8,-7.42703830363636,-6.924995943933
freshwater,2015-08-01,2010,8,-7.42703830363636,-6.924995943933
freshwater,2015-08-01,2013,8,-7.42703830363636,-6.924995943933
freshwater,2015-08-01,2009,8,-7.42703830363636,-6.924995943933
freshwater,2015-08-01,2014,8,-7.42703830363636,-6.924995943933
freshwater,2015-09-01,2012,9,-7.25649290909091,-6.7563204885652
freshwater,2015-09-01,2010,9,-7.25649290909091,-6.7563204885652
freshwater,2015-09-01,2013,9,-7.25649290909091,-6.7563204885652
freshwater,2015-09-01,2009,9,-7.25649290909091,-6.7563204885652
freshwater,2015-09-01,2014,9,-7.25649290909091,-6.7563204885652
freshwater,2015-10-01,2012,10,-6.95179219212121,-6.45670310139886
freshwater,2015-10-01,2010,10,-6.95179219212121,-6.45670310139886
freshwater,2015-10-01,2013,10,-6.95179219212121,-6.45670310139886
freshwater,2015-10-01,2009,10,-6.95179219212121,-6.45670310139886
freshwater,2015-10-01,2014,10,-6.95179219212121,-6.45670310139886
freshwater,2015-11-01,2012,11,-6.47378302181818,-5.98625538417831
freshwater,2015-11-01,2010,11,-6.47378302181818,-5.98625538417831
