fishID,TL_mm,weight,sex,area,capt_date,age,cohort,year,OH,d18O_oto,d18O_oto_cor,diff,sims_dist
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,3,0.0436,-9.2414861,-8.58845976776249,-0.653026332237515,992.5986097
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,3,0.0436,-9.1735854,-8.52055906776249,-0.653026332237515,1027.712508
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,3,0.0385,-6.7970609,-6.22042067543247,-0.576640224567529,1062.82642
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,3,0.0361,-5.6524491,-5.11175527904188,-0.540693820958126,1097.940344
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,4,0.039,-8.3975774,-7.81344834134718,-0.584129058652822,1133.054279
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,4,0.0386,-8.1550749,-7.57693690861541,-0.578137991384589,1168.168224
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,4,0.0406,-7.2432655,-6.63517217227424,-0.608093327725759,1203.282178
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,4,0.0368,-7.2529656,-6.70178741132246,-0.551178188677535,1238.39614
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,4,0.0352,-6.3993568,-5.8721428803954,-0.527213919604598,1273.51011
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,5,0.0373,-6.8940619,-6.33539487723717,-0.558667022762827,1308.624087
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,5,0.0374,-6.6321592,-6.07199441042011,-0.560164789579886,1343.73807
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,5,0.0372,-8.2423758,-7.68520654405423,-0.557169255945769,1378.852059
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,5,0.036,-7.1268643,-6.58766824585893,-0.539196054141066,1413.966053
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,5,0.0355,-6.2635554,-5.73184817994423,-0.531707220055774,1448.740833
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,5,0.0371,-5.933752,-5.37808051087129,-0.55567148912871,1483.516094
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,6,0.0353,-8.4266777,-7.89796601357834,-0.528711686421657,1518.291803
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,6,0.0349,-7.5924691,-7.06974848084658,-0.522720619153423,1553.067932
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,6,0.0361,-6.6224591,-6.08176527904188,-0.540693820958126,1587.844451
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,6,0.0363,-4.1586337,-3.61494434540776,-0.543689354592242,1622.621336
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,6,0.0359,-3.5572275,-3.01952921267599,-0.537698287324008,1657.398564
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,7,0.0342,-6.3411562,-5.82891994856599,-0.512236251434013,1692.176114
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,7,0.0367,-6.4090569,-5.85937647813952,-0.549680421860477,1726.953966
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,7,0.0379,-7.3693668,-6.80171317633482,-0.567653623665178,1761.732102
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,7,0.039,-5.4196467,-4.83551764134718,-0.584129058652822,1796.510507
BH-00392,930,5600,f,freshwater,2019-07-11,7,2012,8,0.0383,-8.0580739,-7.48442920906659,-0.573644690933413,1831.289163
BH-00398,761,2650,f,freshwater,2019-07-11,6,2013,1,0.0395,-9.9980939,-9.40647600726189,-0.591617892738114,0
BH-00398,761,2650,f,freshwater,2019-07-11,6,2013,1,0.0402,-9.4548883,-8.85278603954248,-0.602102260457524,35.6931366
BH-00398,761,2650,f,freshwater,2019-07-11,6,2013,1,0.0402,-9.4354881,-8.83338583954248,-0.602102260457524,71.58910532
BH-00398,761,2650,f,freshwater,2019-07-11,6,2013,1,0.0416,-9.7458913,-9.12282030410366,-0.623070995896343,107.2800075
BH-00398,761,2650,f,freshwater,2019-07-11,6,2013,1,0.0407,-9.4839886,-8.87439750545718,-0.609591094542816,143.1782106
BH-00398,761,2650,f,freshwater,2019-07-11,6,2013,1,0.0389,-7.8252715,-7.24264020816424,-0.582631291835764,178.8686669
BH-00398,761,2650,f,freshwater,2019-07-11,6,2013,1,0.0396,-7.5342685,-6.94115284044483,-0.593115659555173,214.5600149
BH-00398,761,2650,f,freshwater,2019-07-11,6,2013,1,0.0385,-7.388767,-6.81212677543247,-0.576640224567529,250.4575812
