area,date,cohort,month,d18O,d18O_cor,d18O_W
Lagoon,2014-09-01,2011,9,-5.18306504025974,-5.22616610084949,-4.65723905723906
Lagoon,2014-10-01,2013,10,-4.89936860909091,-4.96064553510916,-4.86967452300786
Lagoon,2014-10-01,2008,10,-4.89936860909091,-4.96064553510916,-4.86967452300786
Lagoon,2014-10-01,2007,10,-4.89936860909091,-4.96064553510916,-4.86967452300786
Lagoon,2014-10-01,2010,10,-4.89936860909091,-4.96064553510916,-4.86967452300786
Lagoon,2014-10-01,2011,10,-4.89936860909091,-4.96064553510916,-4.86967452300786
Lagoon,2014-11-01,2013,11,-4.41360775714286,-4.49400935162769,-5.29454545454546
Lagoon,2014-11-01,2008,11,-4.41360775714286,-4.49400935162769,-5.29454545454546
Lagoon,2014-11-01,2007,11,-4.41360775714286,-4.49400935162769,-5.29454545454546
Lagoon,2014-11-01,2010,11,-4.41360775714286,-4.49400935162769,-5.29454545454546
Lagoon,2014-11-01,2011,11,-4.41360775714286,-4.49400935162769,-5.29454545454546
Lagoon,2014-12-01,2013,12,-3.95354587142857,-4.05192899818951,-5.49063973063973
Lagoon,2014-12-01,2008,12,-3.95354587142857,-4.05192899818951,-5.49063973063973
Lagoon,2014-12-01,2007,12,-3.95354587142857,-4.05192899818951,-5.49063973063973
Lagoon,2014-12-01,2010,12,-3.95354587142857,-4.05192899818951,-5.49063973063973
Lagoon,2014-12-01,2011,12,-3.95354587142857,-4.05192899818951,-5.49063973063973
Lagoon,2015-01-01,2013,1,-5.99410817777778,-5.89001394187717,-4.78840579710145
Lagoon,2015-01-01,2014,1,-5.99410817777778,-5.89001394187717,-4.78840579710145
Lagoon,2015-01-01,2008,1,-5.99410817777778,-5.89001394187717,-4.78840579710145
Lagoon,2015-01-01,2007,1,-5.99410817777778,-5.89001394187717,-4.78840579710145
Lagoon,2015-01-01,2010,1,-5.99410817777778,-5.89001394187717,-4.78840579710145
Lagoon,2015-01-01,2011,1,-5.99410817777778,-5.89001394187717,-4.78840579710145
Lagoon,2015-02-01,2013,2,-6.01164674242424,-5.93024248975316,-5.1536231884058
Lagoon,2015-02-01,2014,2,-6.01164674242424,-5.93024248975316,-5.1536231884058
Lagoon,2015-02-01,2008,2,-6.01164674242424,-5.93024248975316,-5.1536231884058
Lagoon,2015-02-01,2007,2,-6.01164674242424,-5.93024248975316,-5.1536231884058
Lagoon,2015-02-01,2010,2,-6.01164674242424,-5.93024248975316,-5.1536231884058
Lagoon,2015-02-01,2011,2,-6.01164674242424,-5.93024248975316,-5.1536231884058
Lagoon,2015-03-01,2013,3,-6.03153684646465,-5.9568186703565,-4.9
Lagoon,2015-03-01,2014,3,-6.03153684646465,-5.9568186703565,-4.9
Lagoon,2015-03-01,2008,3,-6.03153684646465,-5.9568186703565,-4.9
Lagoon,2015-03-01,2007,3,-6.03153684646465,-5.9568186703565,-4.9
Lagoon,2015-03-01,2010,3,-6.03153684646465,-5.9568186703565,-4.9
Lagoon,2015-03-01,2011,3,-6.03153684646465,-5.9568186703565,-4.9
Lagoon,2015-04-01,2013,4,-6.03937531111111,-6.01046387230647,-4.715
Lagoon,2015-04-01,2014,4,-6.03937531111111,-6.01046387230647,-4.715
Lagoon,2015-04-01,2008,4,-6.03937531111111,-6.01046387230647,-4.715
Lagoon,2015-04-01,2007,4,-6.03937531111111,-6.01046387230647,-4.715
Lagoon,2015-04-01,2010,4,-6.03937531111111,-6.01046387230647,-4.715
Lagoon,2015-04-01,2011,4,-6.03937531111111,-6.01046387230647,-4.715
Lagoon,2015-05-01,2013,5,-5.88956265555556,-5.8762639168101,-4.53
Lagoon,2015-05-01,2014,5,-5.88956265555556,-5.8762639168101,-4.53
Lagoon,2015-05-01,2008,5,-5.88956265555556,-5.8762639168101,-4.53
Lagoon,2015-05-01,2007,5,-5.88956265555556,-5.8762639168101,-4.53
Lagoon,2015-05-01,2010,5,-5.88956265555556,-5.8762639168101,-4.53
Lagoon,2015-05-01,2011,5,-5.88956265555556,-5.8762639168101,-4.53
Lagoon,2015-06-01,2013,6,-5.59297474949495,-5.6211439111345,-4.345
Lagoon,2015-06-01,2014,6,-5.59297474949495,-5.6211439111345,-4.345
Lagoon,2015-06-01,2008,6,-5.59297474949495,-5.6211439111345,-4.345
Lagoon,2015-06-01,2007,6,-5.59297474949495,-5.6211439111345,-4.345
Lagoon,2015-06-01,2010,6,-5.59297474949495,-5.6211439111345,-4.345
Lagoon,2015-06-01,2011,6,-5.59297474949495,-5.6211439111345,-4.345
Lagoon,2015-07-01,2013,7,-5.44766921111111,-5.44084316350637,-4.16
Lagoon,2015-07-01,2014,7,-5.44766921111111,-5.44084316350637,-4.16
Lagoon,2015-07-01,2008,7,-5.44766921111111,-5.44084316350637,-4.16
Lagoon,2015-07-01,2007,7,-5.44766921111111,-5.44084316350637,-4.16
Lagoon,2015-07-01,2010,7,-5.44766921111111,-5.44084316350637,-4.16
Lagoon,2015-07-01,2011,7,-5.44766921111111,-5.44084316350637,-4.16
Lagoon,2015-08-01,2013,8,-5.16871785050505,-5.17135188995212,-4.51016835016835
Lagoon,2015-08-01,2014,8,-5.16871785050505,-5.17135188995212,-4.51016835016835
Lagoon,2015-08-01,2008,8,-5.16871785050505,-5.17135188995212,-4.51016835016835
Lagoon,2015-08-01,2007,8,-5.16871785050505,-5.17135188995212,-4.51016835016835
Lagoon,2015-08-01,2010,8,-5.16871785050505,-5.17135188995212,-4.51016835016835
Lagoon,2015-08-01,2011,8,-5.16871785050505,-5.17135188995212,-4.51016835016835
Lagoon,2015-09-01,2013,9,-4.81559501818182,-4.82038069396962,-4.65723905723906
Lagoon,2015-09-01,2014,9,-4.81559501818182,-4.82038069396962,-4.65723905723906
Lagoon,2015-09-01,2008,9,-4.81559501818182,-4.82038069396962,-4.65723905723906
Lagoon,2015-09-01,2007,9,-4.81559501818182,-4.82038069396962,-4.65723905723906
Lagoon,2015-09-01,2010,9,-4.81559501818182,-4.82038069396962,-4.65723905723906
Lagoon,2015-09-01,2011,9,-4.81559501818182,-4.82038069396962,-4.65723905723906
Lagoon,2015-10-01,2013,10,-4.36880253333333,-4.37919846751371,-4.86967452300786
Lagoon,2015-10-01,2014,10,-4.36880253333333,-4.37919846751371,-4.86967452300786
Lagoon,2015-10-01,2008,10,-4.36880253333333,-4.37919846751371,-4.86967452300786
Lagoon,2015-10-01,2007,10,-4.36880253333333,-4.37919846751371,-4.86967452300786
Lagoon,2015-10-01,2010,10,-4.36880253333333,-4.37919846751371,-4.86967452300786
Lagoon,2015-10-01,2011,10,-4.36880253333333,-4.37919846751371,-4.86967452300786
Lagoon,2015-11-01,2013,11,-3.98324805353535,-4.01703636462674,-5.29454545454546
Lagoon,2015-11-01,2014,11,-3.98324805353535,-4.01703636462674,-5.29454545454546
Lagoon,2015-11-01,2008,11,-3.98324805353535,-4.01703636462674,-5.29454545454546
Lagoon,2015-11-01,2007,11,-3.98324805353535,-4.01703636462674,-5.29454545454546
Lagoon,2015-11-01,2010,11,-3.98324805353535,-4.01703636462674,-5.29454545454546
Lagoon,2015-11-01,2011,11,-3.98324805353535,-4.01703636462674,-5.29454545454546
Lagoon,2015-12-01,2013,12,-3.57554991111111,-3.66207109466893,-5.49063973063973
Lagoon,2015-12-01,2014,12,-3.57554991111111,-3.66207109466893,-5.49063973063973
Lagoon,2015-12-01,2008,12,-3.57554991111111,-3.66207109466893,-5.49063973063973
Lagoon,2015-12-01,2007,12,-3.57554991111111,-3.66207109466893,-5.49063973063973
Lagoon,2015-12-01,2010,12,-3.57554991111111,-3.66207109466893,-5.49063973063973
Lagoon,2015-12-01,2011,12,-3.57554991111111,-3.66207109466893,-5.49063973063973
Lagoon,2016-01-01,2013,1,-5.57161493333333,-5.6890414388762,-4.78840579710145
Lagoon,2016-01-01,2014,1,-5.57161493333333,-5.6890414388762,-4.78840579710145
Lagoon,2016-01-01,2008,1,-5.57161493333333,-5.6890414388762,-4.78840579710145
Lagoon,2016-01-01,2007,1,-5.57161493333333,-5.6890414388762,-4.78840579710145
Lagoon,2016-01-01,2010,1,-5.57161493333333,-5.6890414388762,-4.78840579710145
Lagoon,2016-01-01,2011,1,-5.57161493333333,-5.6890414388762,-4.78840579710145
Lagoon,2016-02-01,2013,2,-5.54907934747475,-5.6203968196993,-5.1536231884058
Lagoon,2016-02-01,2014,2,-5.54907934747475,-5.6203968196993,-5.1536231884058
Lagoon,2016-02-01,2008,2,-5.54907934747475,-5.6203968196993,-5.1536231884058
Lagoon,2016-02-01,2007,2,-5.54907934747475,-5.6203968196993,-5.1536231884058
Lagoon,2016-02-01,2010,2,-5.54907934747475,-5.6203968196993,-5.1536231884058
Lagoon,2016-02-01,2011,2,-5.54907934747475,-5.6203968196993,-5.1536231884058
Lagoon,2016-03-01,2013,3,-5.44512171010101,-5.50233796234044,-4.9
Lagoon,2016-03-01,2014,3,-5.44512171010101,-5.50233796234044,-4.9
Lagoon,2016-03-01,2008,3,-5.44512171010101,-5.50233796234044,-4.9
Lagoon,2016-03-01,2007,3,-5.44512171010101,-5.50233796234044,-4.9
Lagoon,2016-03-01,2010,3,-5.44512171010101,-5.50233796234044,-4.9
Lagoon,2016-03-01,2011,3,-5.44512171010101,-5.50233796234044,-4.9
Lagoon,2016-04-01,2013,4,-5.23260133737374,-5.3183934540723,-4.715
Lagoon,2016-04-01,2014,4,-5.23260133737374,-5.3183934540723,-4.715
Lagoon,2016-04-01,2008,4,-5.23260133737374,-5.3183934540723,-4.715
Lagoon,2016-04-01,2007,4,-5.23260133737374,-5.3183934540723,-4.715
Lagoon,2016-04-01,2010,4,-5.23260133737374,-5.3183934540723,-4.715
Lagoon,2016-04-01,2011,4,-5.23260133737374,-5.3183934540723,-4.715
Lagoon,2016-05-01,2013,5,-5.05760761414141,-5.1150728160401,-4.53
Lagoon,2016-05-01,2014,5,-5.05760761414141,-5.1150728160401,-4.53
Lagoon,2016-05-01,2008,5,-5.05760761414141,-5.1150728160401,-4.53
Lagoon,2016-05-01,2007,5,-5.05760761414141,-5.1150728160401,-4.53
Lagoon,2016-05-01,2010,5,-5.05760761414141,-5.1150728160401,-4.53
Lagoon,2016-05-01,2011,5,-5.05760761414141,-5.1150728160401,-4.53
Lagoon,2016-06-01,2013,6,-4.88183004444444,-4.90652280191364,-4.345
Lagoon,2016-06-01,2014,6,-4.88183004444444,-4.90652280191364,-4.345
Lagoon,2016-06-01,2008,6,-4.88183004444444,-4.90652280191364,-4.345
Lagoon,2016-06-01,2007,6,-4.88183004444444,-4.90652280191364,-4.345
Lagoon,2016-06-01,2010,6,-4.88183004444444,-4.90652280191364,-4.345
Lagoon,2016-06-01,2011,6,-4.88183004444444,-4.90652280191364,-4.345
Lagoon,2016-07-01,2013,7,-4.66725207474747,-4.72436163427579,-4.16
Lagoon,2016-07-01,2014,7,-4.66725207474747,-4.72436163427579,-4.16
Lagoon,2016-07-01,2008,7,-4.66725207474747,-4.72436163427579,-4.16
Lagoon,2016-07-01,2007,7,-4.66725207474747,-4.72436163427579,-4.16
Lagoon,2016-07-01,2010,7,-4.66725207474747,-4.72436163427579,-4.16
Lagoon,2016-07-01,2011,7,-4.66725207474747,-4.72436163427579,-4.16
Lagoon,2016-08-01,2013,8,-4.43249005858586,-4.51163166295852,-4.51016835016835
Lagoon,2016-08-01,2014,8,-4.43249005858586,-4.51163166295852,-4.51016835016835
Lagoon,2016-08-01,2008,8,-4.43249005858586,-4.51163166295852,-4.51016835016835
Lagoon,2016-08-01,2007,8,-4.43249005858586,-4.51163166295852,-4.51016835016835
Lagoon,2016-08-01,2010,8,-4.43249005858586,-4.51163166295852,-4.51016835016835
Lagoon,2016-08-01,2011,8,-4.43249005858586,-4.51163166295852,-4.51016835016835
Lagoon,2016-09-01,2013,9,-4.20272506363636,-4.29945318322377,-4.65723905723906
Lagoon,2016-09-01,2014,9,-4.20272506363636,-4.29945318322377,-4.65723905723906
Lagoon,2016-09-01,2008,9,-4.20272506363636,-4.29945318322377,-4.65723905723906
Lagoon,2016-09-01,2007,9,-4.20272506363636,-4.29945318322377,-4.65723905723906
Lagoon,2016-09-01,2010,9,-4.20272506363636,-4.29945318322377,-4.65723905723906
Lagoon,2016-09-01,2011,9,-4.20272506363636,-4.29945318322377,-4.65723905723906
Lagoon,2016-10-01,2013,10,-4.00157046464646,-4.08387728611541,-4.86967452300786
Lagoon,2016-10-01,2014,10,-4.00157046464646,-4.08387728611541,-4.86967452300786
Lagoon,2016-10-01,2008,10,-4.00157046464646,-4.08387728611541,-4.86967452300786
Lagoon,2016-10-01,2007,10,-4.00157046464646,-4.08387728611541,-4.86967452300786
Lagoon,2016-10-01,2010,10,-4.00157046464646,-4.08387728611541,-4.86967452300786
Lagoon,2016-10-01,2011,10,-4.00157046464646,-4.08387728611541,-4.86967452300786
Lagoon,2016-11-01,2013,11,-3.78552278282828,-3.8747468484009,-5.29454545454546
Lagoon,2016-11-01,2014,11,-3.78552278282828,-3.8747468484009,-5.29454545454546
Lagoon,2016-11-01,2008,11,-3.78552278282828,-3.8747468484009,-5.29454545454546
Lagoon,2016-11-01,2007,11,-3.78552278282828,-3.8747468484009,-5.29454545454546
Lagoon,2016-11-01,2010,11,-3.78552278282828,-3.8747468484009,-5.29454545454546
Lagoon,2016-11-01,2011,11,-3.78552278282828,-3.8747468484009,-5.29454545454546
Lagoon,2016-12-01,2013,12,-3.55830528888889,-3.67045050523178,-5.49063973063973
Lagoon,2016-12-01,2014,12,-3.55830528888889,-3.67045050523178,-5.49063973063973
Lagoon,2016-12-01,2008,12,-3.55830528888889,-3.67045050523178,-5.49063973063973
Lagoon,2016-12-01,2007,12,-3.55830528888889,-3.67045050523178,-5.49063973063973
Lagoon,2016-12-01,2010,12,-3.55830528888889,-3.67045050523178,-5.49063973063973
Lagoon,2016-12-01,2011,12,-3.55830528888889,-3.67045050523178,-5.49063973063973
Lagoon,2017-01-01,2016,1,-5.71469140833333,-5.65612384136956,-4.78840579710145
Lagoon,2017-01-01,2013,1,-5.71469140833333,-5.65612384136956,-4.78840579710145
Lagoon,2017-01-01,2014,1,-5.71469140833333,-5.65612384136956,-4.78840579710145
Lagoon,2017-01-01,2008,1,-5.71469140833333,-5.65612384136956,-4.78840579710145
Lagoon,2017-01-01,2007,1,-5.71469140833333,-5.65612384136956,-4.78840579710145
Lagoon,2017-01-01,2010,1,-5.71469140833333,-5.65612384136956,-4.78840579710145
Lagoon,2017-01-01,2011,1,-5.71469140833333,-5.65612384136956,-4.78840579710145
Lagoon,2017-02-01,2016,2,-5.63723757954546,-5.59568083170939,-5.1536231884058
Lagoon,2017-02-01,2013,2,-5.63723757954546,-5.59568083170939,-5.1536231884058
Lagoon,2017-02-01,2014,2,-5.63723757954546,-5.59568083170939,-5.1536231884058
Lagoon,2017-02-01,2008,2,-5.63723757954546,-5.59568083170939,-5.1536231884058
Lagoon,2017-02-01,2007,2,-5.63723757954546,-5.59568083170939,-5.1536231884058
Lagoon,2017-02-01,2010,2,-5.63723757954546,-5.59568083170939,-5.1536231884058
Lagoon,2017-02-01,2011,2,-5.63723757954546,-5.59568083170939,-5.1536231884058
Lagoon,2017-03-01,2016,3,-5.47512833257576,-5.45094916006184,-4.9
Lagoon,2017-03-01,2013,3,-5.47512833257576,-5.45094916006184,-4.9
Lagoon,2017-03-01,2014,3,-5.47512833257576,-5.45094916006184,-4.9
Lagoon,2017-03-01,2008,3,-5.47512833257576,-5.45094916006184,-4.9
Lagoon,2017-03-01,2007,3,-5.47512833257576,-5.45094916006184,-4.9
Lagoon,2017-03-01,2010,3,-5.47512833257576,-5.45094916006184,-4.9
Lagoon,2017-03-01,2011,3,-5.47512833257576,-5.45094916006184,-4.9
Lagoon,2017-04-01,2016,4,-5.58535674166667,-5.5491146245028,-4.715
Lagoon,2017-04-01,2013,4,-5.58535674166667,-5.5491146245028,-4.715
Lagoon,2017-04-01,2014,4,-5.58535674166667,-5.5491146245028,-4.715
Lagoon,2017-04-01,2008,4,-5.58535674166667,-5.5491146245028,-4.715
Lagoon,2017-04-01,2007,4,-5.58535674166667,-5.5491146245028,-4.715
Lagoon,2017-04-01,2010,4,-5.58535674166667,-5.5491146245028,-4.715
Lagoon,2017-04-01,2011,4,-5.58535674166667,-5.5491146245028,-4.715
Lagoon,2017-05-01,2016,5,-5.56676488333333,-5.51832645563063,-4.53
Lagoon,2017-05-01,2013,5,-5.56676488333333,-5.51832645563063,-4.53
Lagoon,2017-05-01,2014,5,-5.56676488333333,-5.51832645563063,-4.53
Lagoon,2017-05-01,2008,5,-5.56676488333333,-5.51832645563063,-4.53
Lagoon,2017-05-01,2007,5,-5.56676488333333,-5.51832645563063,-4.53
Lagoon,2017-05-01,2010,5,-5.56676488333333,-5.51832645563063,-4.53
Lagoon,2017-05-01,2011,5,-5.56676488333333,-5.51832645563063,-4.53
Lagoon,2017-06-01,2016,6,-5.35431799621212,-5.37029529284247,-4.345
Lagoon,2017-06-01,2013,6,-5.35431799621212,-5.37029529284247,-4.345
Lagoon,2017-06-01,2014,6,-5.35431799621212,-5.37029529284247,-4.345
Lagoon,2017-06-01,2008,6,-5.35431799621212,-5.37029529284247,-4.345
Lagoon,2017-06-01,2007,6,-5.35431799621212,-5.37029529284247,-4.345
Lagoon,2017-06-01,2010,6,-5.35431799621212,-5.37029529284247,-4.345
Lagoon,2017-06-01,2011,6,-5.35431799621212,-5.37029529284247,-4.345
Lagoon,2017-07-01,2016,7,-5.184419275,-5.19431508709704,-4.16
Lagoon,2017-07-01,2013,7,-5.184419275,-5.19431508709704,-4.16
Lagoon,2017-07-01,2014,7,-5.184419275,-5.19431508709704,-4.16
Lagoon,2017-07-01,2008,7,-5.184419275,-5.19431508709704,-4.16
Lagoon,2017-07-01,2007,7,-5.184419275,-5.19431508709704,-4.16
Lagoon,2017-07-01,2010,7,-5.184419275,-5.19431508709704,-4.16
Lagoon,2017-07-01,2011,7,-5.184419275,-5.19431508709704,-4.16
Lagoon,2017-08-01,2016,8,-4.84506274621212,-4.85769922732582,-4.51016835016835
Lagoon,2017-08-01,2013,8,-4.84506274621212,-4.85769922732582,-4.51016835016835
Lagoon,2017-08-01,2014,8,-4.84506274621212,-4.85769922732582,-4.51016835016835
Lagoon,2017-08-01,2008,8,-4.84506274621212,-4.85769922732582,-4.51016835016835
Lagoon,2017-08-01,2007,8,-4.84506274621212,-4.85769922732582,-4.51016835016835
Lagoon,2017-08-01,2010,8,-4.84506274621212,-4.85769922732582,-4.51016835016835
Lagoon,2017-08-01,2011,8,-4.84506274621212,-4.85769922732582,-4.51016835016835
Lagoon,2017-09-01,2016,9,-4.66274495757576,-4.68065605959499,-4.65723905723906
Lagoon,2017-09-01,2013,9,-4.66274495757576,-4.68065605959499,-4.65723905723906
Lagoon,2017-09-01,2014,9,-4.66274495757576,-4.68065605959499,-4.65723905723906
Lagoon,2017-09-01,2008,9,-4.66274495757576,-4.68065605959499,-4.65723905723906
Lagoon,2017-09-01,2007,9,-4.66274495757576,-4.68065605959499,-4.65723905723906
Lagoon,2017-09-01,2010,9,-4.66274495757576,-4.68065605959499,-4.65723905723906
Lagoon,2017-09-01,2011,9,-4.66274495757576,-4.68065605959499,-4.65723905723906
Lagoon,2017-10-01,2016,10,-4.2899524780303,-4.34279877464382,-4.86967452300786
Lagoon,2017-10-01,2013,10,-4.2899524780303,-4.34279877464382,-4.86967452300786
Lagoon,2017-10-01,2014,10,-4.2899524780303,-4.34279877464382,-4.86967452300786
Lagoon,2017-10-01,2008,10,-4.2899524780303,-4.34279877464382,-4.86967452300786
Lagoon,2017-10-01,2007,10,-4.2899524780303,-4.34279877464382,-4.86967452300786
Lagoon,2017-10-01,2010,10,-4.2899524780303,-4.34279877464382,-4.86967452300786
Lagoon,2017-10-01,2011,10,-4.2899524780303,-4.34279877464382,-4.86967452300786
Lagoon,2017-11-01,2016,11,-3.73851649015152,-3.75215988372632,-5.29454545454546
Lagoon,2017-11-01,2013,11,-3.73851649015152,-3.75215988372632,-5.29454545454546
Lagoon,2017-11-01,2014,11,-3.73851649015152,-3.75215988372632,-5.29454545454546
Lagoon,2017-11-01,2008,11,-3.73851649015152,-3.75215988372632,-5.29454545454546
Lagoon,2017-11-01,2007,11,-3.73851649015152,-3.75215988372632,-5.29454545454546
Lagoon,2017-11-01,2010,11,-3.73851649015152,-3.75215988372632,-5.29454545454546
Lagoon,2017-11-01,2011,11,-3.73851649015152,-3.75215988372632,-5.29454545454546
Lagoon,2017-12-01,2016,12,-3.16356510833333,-3.19272562308029,-5.49063973063973
Lagoon,2017-12-01,2013,12,-3.16356510833333,-3.19272562308029,-5.49063973063973
Lagoon,2017-12-01,2014,12,-3.16356510833333,-3.19272562308029,-5.49063973063973
Lagoon,2017-12-01,2008,12,-3.16356510833333,-3.19272562308029,-5.49063973063973
Lagoon,2017-12-01,2007,12,-3.16356510833333,-3.19272562308029,-5.49063973063973
Lagoon,2017-12-01,2010,12,-3.16356510833333,-3.19272562308029,-5.49063973063973
Lagoon,2017-12-01,2011,12,-3.16356510833333,-3.19272562308029,-5.49063973063973
Lagoon,2018-01-01,2016,1,-5.29795453636364,-5.26738046947752,-4.78840579710145
Lagoon,2018-01-01,2013,1,-5.29795453636364,-5.26738046947752,-4.78840579710145
Lagoon,2018-01-01,2014,1,-5.29795453636364,-5.26738046947752,-4.78840579710145
Lagoon,2018-01-01,2008,1,-5.29795453636364,-5.26738046947752,-4.78840579710145
Lagoon,2018-01-01,2010,1,-5.29795453636364,-5.26738046947752,-4.78840579710145
Lagoon,2018-01-01,2017,1,-5.29795453636364,-5.26738046947752,-4.78840579710145
Lagoon,2018-01-01,2011,1,-5.29795453636364,-5.26738046947752,-4.78840579710145
Lagoon,2018-02-01,2016,2,-5.45932892727273,-5.44376216013806,-5.1536231884058
Lagoon,2018-02-01,2013,2,-5.45932892727273,-5.44376216013806,-5.1536231884058
Lagoon,2018-02-01,2014,2,-5.45932892727273,-5.44376216013806,-5.1536231884058
Lagoon,2018-02-01,2008,2,-5.45932892727273,-5.44376216013806,-5.1536231884058
Lagoon,2018-02-01,2010,2,-5.45932892727273,-5.44376216013806,-5.1536231884058
Lagoon,2018-02-01,2017,2,-5.45932892727273,-5.44376216013806,-5.1536231884058
Lagoon,2018-02-01,2011,2,-5.45932892727273,-5.44376216013806,-5.1536231884058
Lagoon,2018-03-01,2016,3,-5.55015713636364,-5.53831491478047,-4.9
Lagoon,2018-03-01,2013,3,-5.55015713636364,-5.53831491478047,-4.9
Lagoon,2018-03-01,2014,3,-5.55015713636364,-5.53831491478047,-4.9
Lagoon,2018-03-01,2008,3,-5.55015713636364,-5.53831491478047,-4.9
Lagoon,2018-03-01,2010,3,-5.55015713636364,-5.53831491478047,-4.9
Lagoon,2018-03-01,2017,3,-5.55015713636364,-5.53831491478047,-4.9
Lagoon,2018-03-01,2011,3,-5.55015713636364,-5.53831491478047,-4.9
Lagoon,2018-04-01,2016,4,-5.58166241983471,-5.56664124042732,-4.715
Lagoon,2018-04-01,2013,4,-5.58166241983471,-5.56664124042732,-4.715
Lagoon,2018-04-01,2014,4,-5.58166241983471,-5.56664124042732,-4.715
Lagoon,2018-04-01,2008,4,-5.58166241983471,-5.56664124042732,-4.715
Lagoon,2018-04-01,2010,4,-5.58166241983471,-5.56664124042732,-4.715
Lagoon,2018-04-01,2017,4,-5.58166241983471,-5.56664124042732,-4.715
Lagoon,2018-04-01,2011,4,-5.58166241983471,-5.56664124042732,-4.715
Lagoon,2018-05-01,2016,5,-5.45259497355372,-5.44637594281295,-4.53
Lagoon,2018-05-01,2013,5,-5.45259497355372,-5.44637594281295,-4.53
Lagoon,2018-05-01,2014,5,-5.45259497355372,-5.44637594281295,-4.53
Lagoon,2018-05-01,2008,5,-5.45259497355372,-5.44637594281295,-4.53
Lagoon,2018-05-01,2010,5,-5.45259497355372,-5.44637594281295,-4.53
Lagoon,2018-05-01,2017,5,-5.45259497355372,-5.44637594281295,-4.53
Lagoon,2018-05-01,2011,5,-5.45259497355372,-5.44637594281295,-4.53
Lagoon,2018-06-01,2016,6,-5.2936255661157,-5.3094337305506,-4.345
Lagoon,2018-06-01,2013,6,-5.2936255661157,-5.3094337305506,-4.345
Lagoon,2018-06-01,2014,6,-5.2936255661157,-5.3094337305506,-4.345
Lagoon,2018-06-01,2008,6,-5.2936255661157,-5.3094337305506,-4.345
Lagoon,2018-06-01,2010,6,-5.2936255661157,-5.3094337305506,-4.345
Lagoon,2018-06-01,2017,6,-5.2936255661157,-5.3094337305506,-4.345
Lagoon,2018-06-01,2011,6,-5.2936255661157,-5.3094337305506,-4.345
Lagoon,2018-07-01,2016,7,-5.21786858677686,-5.22576936641785,-4.16
Lagoon,2018-07-01,2013,7,-5.21786858677686,-5.22576936641785,-4.16
Lagoon,2018-07-01,2014,7,-5.21786858677686,-5.22576936641785,-4.16
Lagoon,2018-07-01,2008,7,-5.21786858677686,-5.22576936641785,-4.16
Lagoon,2018-07-01,2010,7,-5.21786858677686,-5.22576936641785,-4.16
Lagoon,2018-07-01,2017,7,-5.21786858677686,-5.22576936641785,-4.16
Lagoon,2018-07-01,2011,7,-5.21786858677686,-5.22576936641785,-4.16
Lagoon,2018-08-01,2016,8,-5.13032718842975,-5.14181429806467,-4.51016835016835
Lagoon,2018-08-01,2013,8,-5.13032718842975,-5.14181429806467,-4.51016835016835
Lagoon,2018-08-01,2014,8,-5.13032718842975,-5.14181429806467,-4.51016835016835
Lagoon,2018-08-01,2008,8,-5.13032718842975,-5.14181429806467,-4.51016835016835
Lagoon,2018-08-01,2010,8,-5.13032718842975,-5.14181429806467,-4.51016835016835
Lagoon,2018-08-01,2017,8,-5.13032718842975,-5.14181429806467,-4.51016835016835
Lagoon,2018-08-01,2011,8,-5.13032718842975,-5.14181429806467,-4.51016835016835
Lagoon,2018-09-01,2016,9,-4.90778605123967,-4.91656704574732,-4.65723905723906
Lagoon,2018-09-01,2013,9,-4.90778605123967,-4.91656704574732,-4.65723905723906
Lagoon,2018-09-01,2014,9,-4.90778605123967,-4.91656704574732,-4.65723905723906
Lagoon,2018-09-01,2008,9,-4.90778605123967,-4.91656704574732,-4.65723905723906
Lagoon,2018-09-01,2010,9,-4.90778605123967,-4.91656704574732,-4.65723905723906
Lagoon,2018-09-01,2017,9,-4.90778605123967,-4.91656704574732,-4.65723905723906
Lagoon,2018-09-01,2011,9,-4.90778605123967,-4.91656704574732,-4.65723905723906
Lagoon,2018-10-01,2016,10,-4.64460069338843,-4.63553733196283,-4.86967452300786
Lagoon,2018-10-01,2013,10,-4.64460069338843,-4.63553733196283,-4.86967452300786
Lagoon,2018-10-01,2014,10,-4.64460069338843,-4.63553733196283,-4.86967452300786
Lagoon,2018-10-01,2008,10,-4.64460069338843,-4.63553733196283,-4.86967452300786
Lagoon,2018-10-01,2010,10,-4.64460069338843,-4.63553733196283,-4.86967452300786
Lagoon,2018-10-01,2017,10,-4.64460069338843,-4.63553733196283,-4.86967452300786
Lagoon,2018-10-01,2011,10,-4.64460069338843,-4.63553733196283,-4.86967452300786
Lagoon,2018-11-01,2016,11,-4.28449450165289,-4.22573901002751,-5.29454545454546
Lagoon,2018-11-01,2013,11,-4.28449450165289,-4.22573901002751,-5.29454545454546
Lagoon,2018-11-01,2014,11,-4.28449450165289,-4.22573901002751,-5.29454545454546
Lagoon,2018-11-01,2008,11,-4.28449450165289,-4.22573901002751,-5.29454545454546
Lagoon,2018-11-01,2010,11,-4.28449450165289,-4.22573901002751,-5.29454545454546
Lagoon,2018-11-01,2017,11,-4.28449450165289,-4.22573901002751,-5.29454545454546
Lagoon,2018-11-01,2011,11,-4.28449450165289,-4.22573901002751,-5.29454545454546
Lagoon,2018-12-01,2016,12,-3.7900299,-3.74873321564726,-5.49063973063973
