area,date,cohort,month,d18O,d18O_cor,d18O_W
Tributary,2015-03-01,2012,3,-8.35183995878788,-8.45233788750119,-7.7
Tributary,2015-03-01,2013,3,-8.35183995878788,-8.45233788750119,-7.7
Tributary,2015-03-01,2009,3,-8.35183995878788,-8.45233788750119,-7.7
Tributary,2015-04-01,2014,4,-8.36242188606061,-8.48740579197381,-7.25
Tributary,2015-04-01,2010,4,-8.36242188606061,-8.48740579197381,-7.25
Tributary,2015-04-01,2012,4,-8.36242188606061,-8.48740579197381,-7.25
Tributary,2015-04-01,2013,4,-8.36242188606061,-8.48740579197381,-7.25
Tributary,2015-04-01,2009,4,-8.36242188606061,-8.48740579197381,-7.25
Tributary,2015-05-01,2014,5,-8.16618592363636,-8.34841046906043,-6.8
Tributary,2015-05-01,2010,5,-8.16618592363636,-8.34841046906043,-6.8
Tributary,2015-05-01,2012,5,-8.16618592363636,-8.34841046906043,-6.8
Tributary,2015-05-01,2013,5,-8.16618592363636,-8.34841046906043,-6.8
Tributary,2015-05-01,2009,5,-8.16618592363636,-8.34841046906043,-6.8
Tributary,2015-06-01,2014,6,-7.93849812181818,-8.12947146955333,-6.35
Tributary,2015-06-01,2010,6,-7.93849812181818,-8.12947146955333,-6.35
Tributary,2015-06-01,2012,6,-7.93849812181818,-8.12947146955333,-6.35
Tributary,2015-06-01,2013,6,-7.93849812181818,-8.12947146955333,-6.35
Tributary,2015-06-01,2009,6,-7.93849812181818,-8.12947146955333,-6.35
Tributary,2015-07-01,2014,7,-7.59411517757576,-7.79325051771087,-5.9
Tributary,2015-07-01,2010,7,-7.59411517757576,-7.79325051771087,-5.9
Tributary,2015-07-01,2012,7,-7.59411517757576,-7.79325051771087,-5.9
Tributary,2015-07-01,2013,7,-7.59411517757576,-7.79325051771087,-5.9
Tributary,2015-07-01,2009,7,-7.59411517757576,-7.79325051771087,-5.9
Tributary,2015-08-01,2014,8,-7.42703830363636,-7.65914169150466,-5.38803607214429
Tributary,2015-08-01,2010,8,-7.42703830363636,-7.65914169150466,-5.38803607214429
Tributary,2015-08-01,2012,8,-7.42703830363636,-7.65914169150466,-5.38803607214429
Tributary,2015-08-01,2013,8,-7.42703830363636,-7.65914169150466,-5.38803607214429
Tributary,2015-08-01,2009,8,-7.42703830363636,-7.65914169150466,-5.38803607214429
Tributary,2015-09-01,2014,9,-7.25649290909091,-7.4995856462036,-5.12342284569138
Tributary,2015-09-01,2010,9,-7.25649290909091,-7.4995856462036,-5.12342284569138
Tributary,2015-09-01,2012,9,-7.25649290909091,-7.4995856462036,-5.12342284569138
Tributary,2015-09-01,2013,9,-7.25649290909091,-7.4995856462036,-5.12342284569138
Tributary,2015-09-01,2009,9,-7.25649290909091,-7.4995856462036,-5.12342284569138
Tributary,2015-10-01,2014,10,-6.95179219212121,-7.22475888834489,-5.42066933867736
Tributary,2015-10-01,2010,10,-6.95179219212121,-7.22475888834489,-5.42066933867736
Tributary,2015-10-01,2012,10,-6.95179219212121,-7.22475888834489,-5.42066933867736
Tributary,2015-10-01,2013,10,-6.95179219212121,-7.22475888834489,-5.42066933867736
Tributary,2015-10-01,2009,10,-6.95179219212121,-7.22475888834489,-5.42066933867736
Tributary,2015-11-01,2014,11,-6.47378302181818,-6.79118723221944,-6.00735871743487
Tributary,2015-11-01,2010,11,-6.47378302181818,-6.79118723221944,-6.00735871743487
Tributary,2015-11-01,2012,11,-6.47378302181818,-6.79118723221944,-6.00735871743487
Tributary,2015-11-01,2013,11,-6.47378302181818,-6.79118723221944,-6.00735871743487
Tributary,2015-11-01,2009,11,-6.47378302181818,-6.79118723221944,-6.00735871743487
Tributary,2015-12-01,2014,12,-6.02040622666667,-6.35221395306786,-6.52665330661323
Tributary,2015-12-01,2010,12,-6.02040622666667,-6.35221395306786,-6.52665330661323
Tributary,2015-12-01,2012,12,-6.02040622666667,-6.35221395306786,-6.52665330661323
Tributary,2015-12-01,2013,12,-6.02040622666667,-6.35221395306786,-6.52665330661323
Tributary,2015-12-01,2009,12,-6.02040622666667,-6.35221395306786,-6.52665330661323
Tributary,2016-01-01,2014,1,-7.54342970555556,-7.614400426469,-7.68120183540208
Tributary,2016-01-01,2010,1,-7.54342970555556,-7.614400426469,-7.68120183540208
Tributary,2016-01-01,2012,1,-7.54342970555556,-7.614400426469,-7.68120183540208
Tributary,2016-01-01,2013,1,-7.54342970555556,-7.614400426469,-7.68120183540208
Tributary,2016-01-01,2009,1,-7.54342970555556,-7.614400426469,-7.68120183540208
Tributary,2016-01-01,2015,1,-7.54342970555556,-7.614400426469,-7.68120183540208
Tributary,2016-02-01,2014,2,-7.64929796868687,-7.73218270900767,-8.0752838402259
Tributary,2016-02-01,2010,2,-7.64929796868687,-7.73218270900767,-8.0752838402259
Tributary,2016-02-01,2012,2,-7.64929796868687,-7.73218270900767,-8.0752838402259
Tributary,2016-02-01,2013,2,-7.64929796868687,-7.73218270900767,-8.0752838402259
Tributary,2016-02-01,2009,2,-7.64929796868687,-7.73218270900767,-8.0752838402259
Tributary,2016-02-01,2015,2,-7.64929796868687,-7.73218270900767,-8.0752838402259
Tributary,2016-03-01,2014,3,-7.63425791464646,-7.75035076130045,-7.7
Tributary,2016-03-01,2010,3,-7.63425791464646,-7.75035076130045,-7.7
Tributary,2016-03-01,2012,3,-7.63425791464646,-7.75035076130045,-7.7
Tributary,2016-03-01,2013,3,-7.63425791464646,-7.75035076130045,-7.7
Tributary,2016-03-01,2009,3,-7.63425791464646,-7.75035076130045,-7.7
Tributary,2016-03-01,2015,3,-7.63425791464646,-7.75035076130045,-7.7
Tributary,2016-04-01,2014,4,-7.74933637373737,-7.87818789042834,-7.25
Tributary,2016-04-01,2010,4,-7.74933637373737,-7.87818789042834,-7.25
Tributary,2016-04-01,2012,4,-7.74933637373737,-7.87818789042834,-7.25
Tributary,2016-04-01,2013,4,-7.74933637373737,-7.87818789042834,-7.25
Tributary,2016-04-01,2009,4,-7.74933637373737,-7.87818789042834,-7.25
Tributary,2016-04-01,2015,4,-7.74933637373737,-7.87818789042834,-7.25
Tributary,2016-05-01,2014,5,-7.73189578989899,-7.89391095762685,-6.8
Tributary,2016-05-01,2010,5,-7.73189578989899,-7.89391095762685,-6.8
Tributary,2016-05-01,2012,5,-7.73189578989899,-7.89391095762685,-6.8
Tributary,2016-05-01,2013,5,-7.73189578989899,-7.89391095762685,-6.8
Tributary,2016-05-01,2009,5,-7.73189578989899,-7.89391095762685,-6.8
Tributary,2016-05-01,2015,5,-7.73189578989899,-7.89391095762685,-6.8
Tributary,2016-06-01,2014,6,-7.47548001515152,-7.70284446843465,-6.35
Tributary,2016-06-01,2010,6,-7.47548001515152,-7.70284446843465,-6.35
Tributary,2016-06-01,2012,6,-7.47548001515152,-7.70284446843465,-6.35
Tributary,2016-06-01,2013,6,-7.47548001515152,-7.70284446843465,-6.35
Tributary,2016-06-01,2009,6,-7.47548001515152,-7.70284446843465,-6.35
Tributary,2016-06-01,2015,6,-7.47548001515152,-7.70284446843465,-6.35
Tributary,2016-07-01,2014,7,-7.44064783787879,-7.69668595727291,-5.9
Tributary,2016-07-01,2010,7,-7.44064783787879,-7.69668595727291,-5.9
Tributary,2016-07-01,2012,7,-7.44064783787879,-7.69668595727291,-5.9
Tributary,2016-07-01,2013,7,-7.44064783787879,-7.69668595727291,-5.9
Tributary,2016-07-01,2009,7,-7.44064783787879,-7.69668595727291,-5.9
Tributary,2016-07-01,2015,7,-7.44064783787879,-7.69668595727291,-5.9
Tributary,2016-08-01,2014,8,-7.23209568787879,-7.48697796956921,-5.38803607214429
Tributary,2016-08-01,2010,8,-7.23209568787879,-7.48697796956921,-5.38803607214429
Tributary,2016-08-01,2012,8,-7.23209568787879,-7.48697796956921,-5.38803607214429
Tributary,2016-08-01,2013,8,-7.23209568787879,-7.48697796956921,-5.38803607214429
Tributary,2016-08-01,2009,8,-7.23209568787879,-7.48697796956921,-5.38803607214429
Tributary,2016-08-01,2015,8,-7.23209568787879,-7.48697796956921,-5.38803607214429
Tributary,2016-09-01,2014,9,-6.87858093232323,-7.13493023879143,-5.12342284569138
Tributary,2016-09-01,2010,9,-6.87858093232323,-7.13493023879143,-5.12342284569138
Tributary,2016-09-01,2012,9,-6.87858093232323,-7.13493023879143,-5.12342284569138
Tributary,2016-09-01,2013,9,-6.87858093232323,-7.13493023879143,-5.12342284569138
Tributary,2016-09-01,2009,9,-6.87858093232323,-7.13493023879143,-5.12342284569138
Tributary,2016-09-01,2015,9,-6.87858093232323,-7.13493023879143,-5.12342284569138
Tributary,2016-10-01,2014,10,-6.67933695909091,-6.94773365085535,-5.42066933867736
Tributary,2016-10-01,2010,10,-6.67933695909091,-6.94773365085535,-5.42066933867736
Tributary,2016-10-01,2012,10,-6.67933695909091,-6.94773365085535,-5.42066933867736
Tributary,2016-10-01,2013,10,-6.67933695909091,-6.94773365085535,-5.42066933867736
Tributary,2016-10-01,2009,10,-6.67933695909091,-6.94773365085535,-5.42066933867736
Tributary,2016-10-01,2015,10,-6.67933695909091,-6.94773365085535,-5.42066933867736
Tributary,2016-11-01,2014,11,-6.43232734191919,-6.64502154742461,-6.00735871743487
Tributary,2016-11-01,2010,11,-6.43232734191919,-6.64502154742461,-6.00735871743487
Tributary,2016-11-01,2012,11,-6.43232734191919,-6.64502154742461,-6.00735871743487
Tributary,2016-11-01,2013,11,-6.43232734191919,-6.64502154742461,-6.00735871743487
Tributary,2016-11-01,2009,11,-6.43232734191919,-6.64502154742461,-6.00735871743487
Tributary,2016-11-01,2015,11,-6.43232734191919,-6.64502154742461,-6.00735871743487
Tributary,2016-12-01,2014,12,-5.82435642777778,-6.13983127831979,-6.52665330661323
Tributary,2016-12-01,2010,12,-5.82435642777778,-6.13983127831979,-6.52665330661323
Tributary,2016-12-01,2012,12,-5.82435642777778,-6.13983127831979,-6.52665330661323
Tributary,2016-12-01,2013,12,-5.82435642777778,-6.13983127831979,-6.52665330661323
Tributary,2016-12-01,2009,12,-5.82435642777778,-6.13983127831979,-6.52665330661323
Tributary,2016-12-01,2015,12,-5.82435642777778,-6.13983127831979,-6.52665330661323
Tributary,2017-01-01,2016,1,-7.6300569875,-7.7905162198575,-7.68120183540208
Tributary,2017-01-01,2014,1,-7.6300569875,-7.7905162198575,-7.68120183540208
Tributary,2017-01-01,2010,1,-7.6300569875,-7.7905162198575,-7.68120183540208
Tributary,2017-01-01,2012,1,-7.6300569875,-7.7905162198575,-7.68120183540208
Tributary,2017-01-01,2013,1,-7.6300569875,-7.7905162198575,-7.68120183540208
Tributary,2017-01-01,2009,1,-7.6300569875,-7.7905162198575,-7.68120183540208
Tributary,2017-01-01,2015,1,-7.6300569875,-7.7905162198575,-7.68120183540208
Tributary,2017-02-01,2016,2,-7.8152039719697,-7.96259334721614,-8.0752838402259
Tributary,2017-02-01,2014,2,-7.8152039719697,-7.96259334721614,-8.0752838402259
Tributary,2017-02-01,2010,2,-7.8152039719697,-7.96259334721614,-8.0752838402259
Tributary,2017-02-01,2012,2,-7.8152039719697,-7.96259334721614,-8.0752838402259
Tributary,2017-02-01,2013,2,-7.8152039719697,-7.96259334721614,-8.0752838402259
Tributary,2017-02-01,2009,2,-7.8152039719697,-7.96259334721614,-8.0752838402259
Tributary,2017-02-01,2015,2,-7.8152039719697,-7.96259334721614,-8.0752838402259
Tributary,2017-03-01,2016,3,-7.74149790909091,-7.88798706458736,-7.7
Tributary,2017-03-01,2014,3,-7.74149790909091,-7.88798706458736,-7.7
Tributary,2017-03-01,2010,3,-7.74149790909091,-7.88798706458736,-7.7
Tributary,2017-03-01,2012,3,-7.74149790909091,-7.88798706458736,-7.7
Tributary,2017-03-01,2013,3,-7.74149790909091,-7.88798706458736,-7.7
Tributary,2017-03-01,2009,3,-7.74149790909091,-7.88798706458736,-7.7
Tributary,2017-03-01,2015,3,-7.74149790909091,-7.88798706458736,-7.7
Tributary,2017-04-01,2016,4,-7.66488916477273,-7.81254527179695,-7.25
Tributary,2017-04-01,2014,4,-7.66488916477273,-7.81254527179695,-7.25
Tributary,2017-04-01,2010,4,-7.66488916477273,-7.81254527179695,-7.25
Tributary,2017-04-01,2012,4,-7.66488916477273,-7.81254527179695,-7.25
Tributary,2017-04-01,2013,4,-7.66488916477273,-7.81254527179695,-7.25
Tributary,2017-04-01,2009,4,-7.66488916477273,-7.81254527179695,-7.25
Tributary,2017-04-01,2015,4,-7.66488916477273,-7.81254527179695,-7.25
Tributary,2017-05-01,2016,5,-7.63277595492424,-7.75059144430971,-6.8
Tributary,2017-05-01,2014,5,-7.63277595492424,-7.75059144430971,-6.8
Tributary,2017-05-01,2010,5,-7.63277595492424,-7.75059144430971,-6.8
Tributary,2017-05-01,2012,5,-7.63277595492424,-7.75059144430971,-6.8
Tributary,2017-05-01,2013,5,-7.63277595492424,-7.75059144430971,-6.8
Tributary,2017-05-01,2009,5,-7.63277595492424,-7.75059144430971,-6.8
Tributary,2017-05-01,2015,5,-7.63277595492424,-7.75059144430971,-6.8
Tributary,2017-06-01,2016,6,-7.20979280643939,-7.36084974363027,-6.35
Tributary,2017-06-01,2014,6,-7.20979280643939,-7.36084974363027,-6.35
Tributary,2017-06-01,2010,6,-7.20979280643939,-7.36084974363027,-6.35
Tributary,2017-06-01,2012,6,-7.20979280643939,-7.36084974363027,-6.35
Tributary,2017-06-01,2013,6,-7.20979280643939,-7.36084974363027,-6.35
Tributary,2017-06-01,2009,6,-7.20979280643939,-7.36084974363027,-6.35
Tributary,2017-06-01,2015,6,-7.20979280643939,-7.36084974363027,-6.35
Tributary,2017-07-01,2016,7,-7.05826548674243,-7.26033487643308,-5.9
Tributary,2017-07-01,2014,7,-7.05826548674243,-7.26033487643308,-5.9
Tributary,2017-07-01,2010,7,-7.05826548674243,-7.26033487643308,-5.9
Tributary,2017-07-01,2012,7,-7.05826548674243,-7.26033487643308,-5.9
Tributary,2017-07-01,2013,7,-7.05826548674243,-7.26033487643308,-5.9
Tributary,2017-07-01,2009,7,-7.05826548674243,-7.26033487643308,-5.9
Tributary,2017-07-01,2015,7,-7.05826548674243,-7.26033487643308,-5.9
Tributary,2017-08-01,2016,8,-6.86918702234849,-7.09019436826128,-5.38803607214429
Tributary,2017-08-01,2014,8,-6.86918702234849,-7.09019436826128,-5.38803607214429
Tributary,2017-08-01,2010,8,-6.86918702234849,-7.09019436826128,-5.38803607214429
Tributary,2017-08-01,2012,8,-6.86918702234849,-7.09019436826128,-5.38803607214429
Tributary,2017-08-01,2013,8,-6.86918702234849,-7.09019436826128,-5.38803607214429
Tributary,2017-08-01,2009,8,-6.86918702234849,-7.09019436826128,-5.38803607214429
Tributary,2017-08-01,2015,8,-6.86918702234849,-7.09019436826128,-5.38803607214429
Tributary,2017-09-01,2016,9,-6.61444916893939,-6.88390167399086,-5.12342284569138
Tributary,2017-09-01,2014,9,-6.61444916893939,-6.88390167399086,-5.12342284569138
Tributary,2017-09-01,2010,9,-6.61444916893939,-6.88390167399086,-5.12342284569138
Tributary,2017-09-01,2012,9,-6.61444916893939,-6.88390167399086,-5.12342284569138
Tributary,2017-09-01,2013,9,-6.61444916893939,-6.88390167399086,-5.12342284569138
Tributary,2017-09-01,2009,9,-6.61444916893939,-6.88390167399086,-5.12342284569138
Tributary,2017-09-01,2015,9,-6.61444916893939,-6.88390167399086,-5.12342284569138
Tributary,2017-10-01,2016,10,-6.29739552159091,-6.56814834405904,-5.42066933867736
Tributary,2017-10-01,2014,10,-6.29739552159091,-6.56814834405904,-5.42066933867736
Tributary,2017-10-01,2010,10,-6.29739552159091,-6.56814834405904,-5.42066933867736
Tributary,2017-10-01,2012,10,-6.29739552159091,-6.56814834405904,-5.42066933867736
Tributary,2017-10-01,2013,10,-6.29739552159091,-6.56814834405904,-5.42066933867736
Tributary,2017-10-01,2009,10,-6.29739552159091,-6.56814834405904,-5.42066933867736
Tributary,2017-10-01,2015,10,-6.29739552159091,-6.56814834405904,-5.42066933867736
Tributary,2017-11-01,2016,11,-5.87419191628788,-6.13260839403384,-6.00735871743487
Tributary,2017-11-01,2014,11,-5.87419191628788,-6.13260839403384,-6.00735871743487
Tributary,2017-11-01,2010,11,-5.87419191628788,-6.13260839403384,-6.00735871743487
Tributary,2017-11-01,2012,11,-5.87419191628788,-6.13260839403384,-6.00735871743487
Tributary,2017-11-01,2013,11,-5.87419191628788,-6.13260839403384,-6.00735871743487
Tributary,2017-11-01,2009,11,-5.87419191628788,-6.13260839403384,-6.00735871743487
Tributary,2017-11-01,2015,11,-5.87419191628788,-6.13260839403384,-6.00735871743487
Tributary,2017-12-01,2016,12,-5.24100319166667,-5.55293273232906,-6.52665330661323
Tributary,2017-12-01,2014,12,-5.24100319166667,-5.55293273232906,-6.52665330661323
Tributary,2017-12-01,2010,12,-5.24100319166667,-5.55293273232906,-6.52665330661323
Tributary,2017-12-01,2012,12,-5.24100319166667,-5.55293273232906,-6.52665330661323
Tributary,2017-12-01,2013,12,-5.24100319166667,-5.55293273232906,-6.52665330661323
Tributary,2017-12-01,2009,12,-5.24100319166667,-5.55293273232906,-6.52665330661323
Tributary,2017-12-01,2015,12,-5.24100319166667,-5.55293273232906,-6.52665330661323
Tributary,2018-01-01,2016,1,-7.50215782413793,-7.46826156697137,-7.68120183540208
Tributary,2018-01-01,2014,1,-7.50215782413793,-7.46826156697137,-7.68120183540208
Tributary,2018-01-01,2010,1,-7.50215782413793,-7.46826156697137,-7.68120183540208
Tributary,2018-01-01,2017,1,-7.50215782413793,-7.46826156697137,-7.68120183540208
Tributary,2018-01-01,2012,1,-7.50215782413793,-7.46826156697137,-7.68120183540208
Tributary,2018-01-01,2013,1,-7.50215782413793,-7.46826156697137,-7.68120183540208
Tributary,2018-01-01,2009,1,-7.50215782413793,-7.46826156697137,-7.68120183540208
Tributary,2018-01-01,2015,1,-7.50215782413793,-7.46826156697137,-7.68120183540208
Tributary,2018-02-01,2016,2,-7.58386368213166,-7.55581712878117,-8.0752838402259
Tributary,2018-02-01,2014,2,-7.58386368213166,-7.55581712878117,-8.0752838402259
Tributary,2018-02-01,2010,2,-7.58386368213166,-7.55581712878117,-8.0752838402259
Tributary,2018-02-01,2017,2,-7.58386368213166,-7.55581712878117,-8.0752838402259
Tributary,2018-02-01,2012,2,-7.58386368213166,-7.55581712878117,-8.0752838402259
Tributary,2018-02-01,2013,2,-7.58386368213166,-7.55581712878117,-8.0752838402259
Tributary,2018-02-01,2009,2,-7.58386368213166,-7.55581712878117,-8.0752838402259
Tributary,2018-02-01,2015,2,-7.58386368213166,-7.55581712878117,-8.0752838402259
Tributary,2018-03-01,2016,3,-7.51471626081505,-7.54226948665971,-7.7
Tributary,2018-03-01,2014,3,-7.51471626081505,-7.54226948665971,-7.7
Tributary,2018-03-01,2010,3,-7.51471626081505,-7.54226948665971,-7.7
Tributary,2018-03-01,2017,3,-7.51471626081505,-7.54226948665971,-7.7
Tributary,2018-03-01,2012,3,-7.51471626081505,-7.54226948665971,-7.7
Tributary,2018-03-01,2013,3,-7.51471626081505,-7.54226948665971,-7.7
Tributary,2018-03-01,2009,3,-7.51471626081505,-7.54226948665971,-7.7
Tributary,2018-03-01,2015,3,-7.51471626081505,-7.54226948665971,-7.7
Tributary,2018-04-01,2016,4,-7.55035424576803,-7.61617888289988,-7.25
Tributary,2018-04-01,2014,4,-7.55035424576803,-7.61617888289988,-7.25
Tributary,2018-04-01,2010,4,-7.55035424576803,-7.61617888289988,-7.25
Tributary,2018-04-01,2017,4,-7.55035424576803,-7.61617888289988,-7.25
Tributary,2018-04-01,2012,4,-7.55035424576803,-7.61617888289988,-7.25
Tributary,2018-04-01,2013,4,-7.55035424576803,-7.61617888289988,-7.25
Tributary,2018-04-01,2009,4,-7.55035424576803,-7.61617888289988,-7.25
Tributary,2018-04-01,2015,4,-7.55035424576803,-7.61617888289988,-7.25
Tributary,2018-05-01,2016,5,-7.38460112633229,-7.47189307275141,-6.8
Tributary,2018-05-01,2014,5,-7.38460112633229,-7.47189307275141,-6.8
Tributary,2018-05-01,2010,5,-7.38460112633229,-7.47189307275141,-6.8
Tributary,2018-05-01,2017,5,-7.38460112633229,-7.47189307275141,-6.8
Tributary,2018-05-01,2012,5,-7.38460112633229,-7.47189307275141,-6.8
Tributary,2018-05-01,2013,5,-7.38460112633229,-7.47189307275141,-6.8
Tributary,2018-05-01,2009,5,-7.38460112633229,-7.47189307275141,-6.8
Tributary,2018-05-01,2015,5,-7.38460112633229,-7.47189307275141,-6.8
Tributary,2018-06-01,2016,6,-7.24788749122257,-7.35314244322782,-6.35
Tributary,2018-06-01,2014,6,-7.24788749122257,-7.35314244322782,-6.35
Tributary,2018-06-01,2010,6,-7.24788749122257,-7.35314244322782,-6.35
Tributary,2018-06-01,2017,6,-7.24788749122257,-7.35314244322782,-6.35
Tributary,2018-06-01,2012,6,-7.24788749122257,-7.35314244322782,-6.35
Tributary,2018-06-01,2013,6,-7.24788749122257,-7.35314244322782,-6.35
Tributary,2018-06-01,2009,6,-7.24788749122257,-7.35314244322782,-6.35
Tributary,2018-06-01,2015,6,-7.24788749122257,-7.35314244322782,-6.35
Tributary,2018-07-01,2016,7,-7.08134376802508,-7.19827053471993,-5.9
Tributary,2018-07-01,2014,7,-7.08134376802508,-7.19827053471993,-5.9
Tributary,2018-07-01,2010,7,-7.08134376802508,-7.19827053471993,-5.9
Tributary,2018-07-01,2017,7,-7.08134376802508,-7.19827053471993,-5.9
Tributary,2018-07-01,2012,7,-7.08134376802508,-7.19827053471993,-5.9
